e_score,s_score,g_score,total_score,ticker_year,doc_vector
1.81,9.21,10.99,21.86,PFG_2019,"[-1.5485843   1.531193    0.2056875   0.17401268 -0.6464989  -3.5112324
 -1.0294915   0.37191382 -0.73356616  0.8214437  -2.302389    1.468556
 -0.07929277 -1.9341635   0.21615434 -1.3593594  -2.2794106  -1.5103861
 -0.71254146 -0.7755225   0.3745031  -1.2921356  -2.4996164  -3.5445127
 -0.7742178  -2.2042706   0.6147297  -2.0067406   0.03798953 -0.12374594
 -1.2415315  -1.1633298  -0.2589279   3.4093897  -2.8362212  -1.2885607
 -1.8409659  -2.2786272  -2.7515318  -0.825745   -0.38014653 -0.25583035
 -0.7706722  -0.1943722   1.825951    0.0661661   0.20135017 -0.81245273
  4.193872   -0.11585768  0.3855937   1.1032945   3.6469753  -1.6329676
  0.87975746  2.601651    0.63125455  1.6437474   0.85071427  0.61268437
  1.2689972   3.7851145  -0.957357    1.6116024   0.50793195  2.6864107
  2.210628   -1.963276    0.83503395 -1.1829935  -1.0648338  -1.3175095
 -0.6718643   0.9720088  -0.63504755  0.8372903   0.7992867  -2.9744058
 -1.5794126  -0.34494546 -0.35556412  0.6005831  -2.759145   -1.040924
 -0.38587666 -3.244858    0.4569177  -1.304238    0.7524013   0.09715495
 -0.38130584 -0.10358392 -1.5945476  -1.4418268  -0.89097047  0.22332954
 -0.7576616  -1.9047816   3.111227    0.3048546 ]"
1.94,8.55,11.9,22.39,PFG_2020,"[-3.0974336   1.6437122   0.3442762  -0.18740037 -0.6269072  -4.1217346
 -3.0228572   0.21839604 -1.5018111   1.1756862  -2.9574156   1.4651853
  0.69027036 -1.1164554   0.39186746 -1.0476042  -1.961684   -0.7721819
 -1.2307208   0.14352421  0.9534957  -1.5946347  -2.548711   -2.4083056
 -0.05721322 -2.0070007  -0.7028464  -1.8218657   0.15226293  0.17187276
 -1.4222941  -0.10757416 -0.53200877  2.9513364  -2.6833386  -0.7327667
 -2.0867412  -3.4806843  -1.924065    0.11340691  0.04802911 -0.920472
 -2.0155232  -0.3292463   2.4582975   0.03237625  0.37091878 -1.8735261
  3.0002472   0.35592356 -0.40046966  0.24020477  3.5954385  -2.3033514
  0.3563684   2.1032856   0.88682336  1.3730422   0.75688356  2.0366368
  1.5571773   4.3278117  -1.336955    1.2381787   1.3006314   2.4141424
  1.1446706  -1.06512     0.13572071 -1.2312342  -1.5449804  -1.638514
  0.40575278 -0.05427055 -1.1465311   1.4955068   0.24604842 -1.9506358
 -1.0500398   0.13943028  0.19074206  1.2769969  -1.4511837  -2.183584
 -0.8198684  -3.616012    0.5264001  -2.067818    0.729316    0.01082519
 -1.0210518  -0.15846166 -2.1275382  -3.0006096  -2.127206   -0.91149557
 -1.2538261  -1.223854    2.6187203   0.3442461 ]"
2.11,7.55,10.84,20.5,PFG_2021,"[-2.59086132e+00  1.07762730e+00  4.77427334e-01 -1.10297120e+00
 -1.49351567e-01 -2.54345918e+00 -2.13071537e+00  1.61329016e-01
 -1.78001612e-01  3.08713913e+00 -2.90226507e+00  2.27442956e+00
  5.82645297e-01 -6.35570765e-01  1.43799111e-01 -1.93946218e+00
 -1.40220463e+00 -1.71760595e+00 -1.87772524e+00  3.68272245e-01
 -9.62220579e-02 -9.42094028e-01 -2.40773249e+00 -1.46505404e+00
 -7.41688073e-01 -1.76402688e+00 -8.47629964e-01 -1.53117979e+00
  4.55595553e-02 -1.09328449e-01 -9.76156220e-02  1.67475026e-02
  1.21512614e-01  2.61162400e+00 -2.37156248e+00 -1.18248856e+00
 -1.39772308e+00 -3.54405284e+00 -1.31492949e+00 -2.59131372e-01
 -1.07660621e-01  3.34113138e-03 -9.23517466e-01 -5.39690495e-01
  2.05420589e+00 -6.57008542e-03  8.62125993e-01 -1.90812731e+00
  3.16533089e+00  1.20956635e+00 -1.85078681e+00 -8.72168601e-01
  1.69230962e+00 -2.05209279e+00 -2.09524855e-01  1.41836882e+00
  8.60695720e-01  2.53485680e+00  5.02611756e-01  1.74534154e+00
  4.67874408e-01  4.19267607e+00  1.79295056e-02  1.42847669e+00
  8.00846279e-01  1.92290032e+00  2.40114307e+00 -6.53601468e-01
 -4.03695554e-01 -5.93799293e-01 -1.72509086e+00 -9.49978828e-01
 -7.63776481e-01 -2.18820438e-01 -1.13515782e+00  1.79968989e+00
  1.56354773e+00 -2.50907969e+00 -1.36882555e+00 -1.75821885e-01
  1.20811716e-01  9.31075513e-01 -1.54074657e+00 -2.23189092e+00
  6.48038805e-01 -2.92178416e+00  8.51500332e-01 -2.22167540e+00
  6.11120522e-01 -3.59338760e-01 -1.26327085e+00 -1.35235727e+00
 -1.42210770e+00 -3.22659659e+00 -6.81845725e-01 -8.07007492e-01
 -8.24320257e-01 -9.70756114e-01  2.99684930e+00 -2.15939106e-03]"
1.81,15.51,6.7,24.04,PTC_2018,"[ 0.3462261   0.49825588 -1.4185474  -0.44080177  1.1648027   0.7029035
 -0.05453776  0.14759462 -0.20745265 -0.42874324 -0.32405627 -0.31453007
 -1.0293304  -1.8989303   0.34332037 -1.4032592  -2.743148   -0.01091112
 -2.4527192  -0.24006715  2.789877    0.9332693  -2.409839   -0.23601414
 -0.81876266 -2.090784    0.30566245 -1.4865988  -0.14777537 -2.7875452
  2.749959    0.11198746  1.1305624   2.820673   -1.5010458  -1.406116
 -3.6257312  -1.4265703  -0.560538   -0.7116754   1.3703258   2.4948816
  2.255395   -1.2299767  -0.62819654  0.491572   -2.0955675   3.4137857
  1.7952416   0.11280359 -0.8716415  -1.4787768  -1.7824498  -0.10050688
 -0.93594235  0.52860326  2.263794   -1.5079836  -4.8121367   1.7496719
  1.6644766   1.7755929   0.09727561 -0.30051306  0.01654093  0.5231155
  4.4255924  -0.9081282  -2.5586514  -1.3199286   0.5975551  -3.4294796
 -1.695487    1.1398872   0.20343347 -0.8608326   0.8302669  -2.1100905
 -0.52321446  0.35603678  0.5411718  -2.0151737  -3.9464214   2.512688
  0.6271209  -0.73525125  1.628967    0.5206556   1.7305087   1.479808
 -0.72708184  2.3251765  -1.4743819  -1.8483726   3.80467    -1.2318606
 -1.8935363   0.9310204   3.2606452   0.02364501]"
1.64,13.55,6.72,22.21,PTC_2019,"[-0.26474786 -0.6742755  -0.75662374  1.4577482  -1.3345071   2.2756913
  0.25502968 -0.5539855  -1.5120399   0.06848502 -2.3765602  -1.9150326
  1.7892998  -2.6610332   2.024494   -0.19504277 -1.6619036   0.62834805
 -2.96267     0.85421365  3.2585447   1.8546107  -1.8124003  -2.0263517
 -0.94038886 -1.3304654   0.63429165 -0.79298437 -0.917709   -2.6274009
  1.7045801   0.03863231  0.55445933  3.8244424  -3.5498335  -0.59587276
 -3.1248465  -1.7398533   0.30555332  0.51766485  0.9496047   1.8737392
  1.9522709  -3.8267145  -0.9758113  -0.66662467 -2.2317386   1.7795352
  1.1257234  -0.40202793 -1.3171073   0.31350362 -2.2730446   0.4742101
 -1.7235065  -0.4221827   2.039786    1.1085645  -5.220244    3.087492
  3.2428336   2.470136    0.57426876 -0.08477965  1.3988997   0.9041184
  5.014166   -0.55272543 -2.7265668  -1.8669024   0.22557108 -2.21962
 -2.7590845   0.2087894   0.22526377 -2.4123065   0.69088084 -0.75963163
  0.39657536  0.6633915   0.06884652  1.0153055  -3.2927537   1.5923127
  0.46062624 -0.9813475   2.1301348   1.2927189   2.123656    0.83367074
 -1.1962614   3.2315452  -1.1973331  -2.565185    2.656478   -0.4283259
 -2.3816154   0.20177324  2.4484165   0.30886203]"
1.26,12.1,5.91,19.26,PTC_2021,"[ 0.5456787  -0.19282028 -0.8001693  -2.6158142  -0.42972526  0.49773836
 -0.4025999   0.01067895 -1.6936742   0.09743684 -0.21946001 -0.5415998
  0.43114695 -1.6415467  -0.04269717 -0.5724917  -1.6711549  -0.22125964
 -2.639523    0.5647489   1.8502164   0.78397596 -2.3421714  -0.6804371
 -1.083307   -1.4509768  -0.2704638  -1.2388247  -0.7429322  -2.3455362
  2.8535724  -1.0614362   2.2860823   2.6956058  -1.0007904  -0.46208775
 -3.3046427  -0.831478   -0.87243056 -1.1241444   0.96058303  1.9968104
  1.2295903  -2.0396893   0.5555973  -1.6777086  -1.6022432   0.8087996
  0.6040339   0.0906366  -0.35218278  0.06109945 -1.3731217   0.81120205
 -3.3926487   0.48529354  0.4823271   1.2712367  -4.676724    1.3194642
  2.337923    0.7738777   1.3796107  -0.9426158   1.7397379   1.6639007
  3.2500849  -1.5567398  -2.593347   -0.5307463  -0.44804257 -3.1921153
 -3.2222002  -1.3417405   0.5245432  -1.0989395   1.766292   -2.3511832
  0.17713541  1.4087628   0.01776952  1.6348703  -2.7266083   2.2256556
 -0.29321325  0.83727646  0.54141015  0.5519136   1.0604283   1.8970003
  0.2353743   2.9756715  -2.3198125  -2.2823613   2.8360047  -0.5694133
 -1.2879751   1.3011742   2.1902978  -0.2590201 ]"
0.09,11.64,7.87,19.52,PYPL_2019,"[-1.8383911   0.5159505  -3.4984045  -4.252636    1.153754   -1.9858744
 -0.638022    0.47086537 -0.9803991   1.9369142   0.8303095   1.9067924
 -0.03594451  0.72207075  0.5297689  -1.2653302  -3.115954   -1.4072936
 -3.9856288  -0.03620646  1.1515602   1.0751674  -0.47333434 -1.0378218
 -2.1369798  -1.2756535  -1.7405392   1.887112    1.7997048  -1.9488386
  0.4844017   0.78278476 -0.30135685  0.30738142 -2.3511608  -0.8753608
 -0.9251542  -2.7783055  -1.1421384  -1.6125898  -2.746745    1.4861816
  1.9343935  -1.6610527  -1.3139182  -0.4383581   1.4137462  -1.1737726
  2.1545205  -0.7084639  -1.2130706  -2.0239975  -0.9700985   1.1087202
 -0.511363    1.0509685   1.6440748   1.7395569  -1.9850376   0.25924474
  1.1535928   0.9221662   1.7505475  -0.72468823  2.2911975   2.3208253
  1.5309714   1.0437506   2.3012426  -1.1819357  -0.99692976  0.03419987
  0.93888754 -1.4416363   2.1136103  -0.5642969   0.68820715 -2.7490463
  0.48553017  0.12322474 -0.94650644  2.9534907  -2.8840263  -0.9821526
  3.3983407  -2.2328877  -3.946391   -0.9119996   3.201049    1.0672988
 -0.8590448   1.0997117  -1.4801984   2.6807148   1.4547148  -0.02978148
 -1.9439285   1.871625    2.7191894  -0.8426997 ]"
0.09,11.4,7.21,18.69,PYPL_2020,"[-1.8897315   0.05187279 -1.6921595  -3.5565534   0.7231997  -2.35715
 -0.00955644 -0.24000256 -0.99882543 -0.02947137  0.8803497   1.8291187
  0.23573901  1.1480677  -0.17888764 -2.2824879  -2.6276507  -2.93022
 -3.810154    0.04011791  0.7131551   1.9523342   0.0459637   0.3993744
 -2.5352037  -1.128034   -1.3176706   1.0271193   1.9993916  -1.6885833
 -0.34666678  0.5620081   1.1657382  -0.01723609 -2.3227587   0.17324188
  0.40487078 -3.2134304  -0.9433089  -0.6420565  -3.8358872   1.6013086
  2.340013   -2.071201   -1.8247021  -0.8895303   1.3074374  -1.0842428
  3.096566    0.2534391  -1.1740497  -2.7127817  -0.8401076   0.8564953
 -0.42512274  0.9433316   0.87466216  2.6240141  -2.1004255  -1.0797658
  0.9321684   1.2509724   0.98894006 -0.7194719   2.6012194   3.8121018
  1.832961    1.0759197   2.5759165   0.12259381 -0.93307334  0.24626938
  0.5325512  -2.63513     2.2896783   0.36827776  0.25825962 -2.4264588
  0.41336268 -0.50972605 -1.1374118   1.2657021  -2.4180636  -0.90052795
  4.1915793  -2.2701423  -3.6170707  -1.7352964   3.0850065  -0.44936424
 -1.3505867   1.3865081  -1.5510906   1.983432    0.6519205   1.0343921
 -1.138916    1.78101     2.4808352  -1.8163855 ]"
0.22,10.8,6.44,17.45,PYPL_2021,"[-2.1249828   0.38480642 -1.4149773  -4.8357344   0.9859261  -2.8275294
  0.23429407 -0.40263432 -1.5673177   0.1082608   0.6247885   2.256592
  0.6644776   0.4668275  -0.893084   -2.14041    -2.9443145  -3.210664
 -3.6403923  -0.76052946  1.0844644   2.1686883  -0.5615712   0.38049644
 -2.563961   -1.3207899  -1.0292879   1.350989    1.3784677  -2.0997334
  0.00845047  1.8759993  -0.05581403  0.43252563 -2.885502    1.0168835
  0.34852365 -2.4177444  -0.3713704  -0.8592114  -4.1813254   1.1860476
  1.4019955  -1.2444049  -1.4586056  -0.71685344  1.5457453  -1.3198037
  2.5378208   0.09940414 -0.4780859  -1.8462015  -1.2541014   2.0394893
 -0.07741433  1.6257372   1.226477    2.4082708  -1.6438278  -0.6606784
  1.2167276   2.3056753   0.3470807  -0.39743912  2.616408    3.722953
  1.8620886   1.5803211   2.992919   -0.01196082 -0.5288956  -0.34293836
  0.9184524  -3.0635993   1.4868497  -0.8056819  -0.02680744 -2.6454062
  0.18974806  0.36161304 -1.1585373   1.9324864  -1.7515914  -1.39425
  3.0413692  -2.5812685  -3.4313617  -1.643231    2.6701045   0.686734
 -2.470234    2.345111   -2.5006428   0.83875567  1.1396132   0.03788715
 -1.0319475   1.8788851   1.7473848  -1.3698057 ]"
1.93,6.44,10.73,18.91,QCOM_2019,"[ 3.174347   -1.4576184  -0.31361988  1.3815045  -1.4303302   0.08588627
 -1.282059    1.6668246   0.8853601   1.5601137   1.8542755  -0.6116661
 -2.8012924  -0.91934264  1.7119412   0.2550723  -2.5694854   1.2603984
 -0.6453422  -1.9772756   2.2112792  -0.715847    0.30645466  0.4953609
 -1.2640451  -0.41773218  0.48099965 -1.6521256  -0.76803726 -1.5588388
  1.8246177   0.5324949   2.3369784  -2.2502382   1.213403   -0.14877473
 -2.9803767  -1.4138216  -0.09461129  0.5486492   4.3344126   1.4410089
  1.9273517  -4.1262255   0.07460423  1.1464427  -0.9039217   0.94990116
 -1.555571   -4.491435    0.07677615  0.8781239   0.5985693  -0.6114426
 -1.2048285   3.4854627  -0.13433956  0.02101398 -2.7198129   0.85695225
  1.0035006   1.757529    1.4195659   2.0801091   0.32552525 -2.3688142
  0.52226084  0.3027841  -3.1442072  -1.7019747  -0.060843    1.6659555
 -2.086453    1.874741    0.8443789  -1.710256    0.98778415  0.8356072
  0.31395796 -2.005404    0.27059492  1.8732535  -1.7627401   0.33606613
  2.2847116  -0.9261871   0.40376738  0.13044715  0.4512617   1.6675106
 -0.08497943  2.2695134   0.1457653   0.4524223   3.5598319   1.4765993
 -1.2663774  -1.3518349   1.3822091  -0.6271903 ]"
3.51,6.16,10.31,19.97,QCOM_2020,"[ 3.2849143  -1.7479379   0.2194669   0.7885717  -1.149195   -0.1009395
 -1.555568    1.4420371   0.06813457  0.88650775  1.5489979  -1.4774722
 -1.4167181  -0.83712965  1.0631888  -0.15313643 -2.6073816   1.7286867
 -2.0293107  -1.5107543   1.3764759  -0.03066828 -0.236573   -0.60013956
  0.17249075  0.18034334 -0.9865854  -0.59587425 -0.44824204 -1.8818316
  1.9017878   1.7426759   2.4095824  -1.9388855   1.5954381   1.1686909
 -3.0782628  -2.1530924  -0.6864978   1.7224272   3.7662556   2.5375636
  1.7709811  -2.285025   -0.41577572  1.2035793  -1.3930876   0.88718796
 -1.5858465  -3.627435   -0.02525335 -0.727527   -0.87561715 -0.7518362
 -1.9640936   2.2779908  -1.8410327   0.5875265  -3.7148826   1.8911182
 -0.4144936   0.7918091   1.5548162   1.4841776   2.0794854  -0.32920623
  1.7409496  -0.02184706 -3.0799255  -1.433541   -0.34389547  0.8629531
 -1.6292557   1.0289459  -0.05405834 -1.1228094   0.19905125  0.61267346
  0.25893536 -0.720715   -1.1347103   2.5648084  -1.0569364  -0.26503798
  3.139454   -0.31052616 -0.4331282  -1.4638814   0.27790138  1.5268921
 -0.093765    1.9831706   0.24371463  0.19596998  1.7240225   0.6387132
 -1.690567   -1.6184912   1.384298   -1.1720291 ]"
6.37,3.49,9.18,19.04,QCOM_2021,"[ 2.8871856  -1.7368753   1.5425491  -0.90161806 -0.98201394 -0.18435828
  0.34290832  0.3946369   0.47740117  1.7599349   1.4378557  -0.95682484
 -1.2447948  -0.5649229   1.1527466  -0.05893917 -2.7561355   0.09326888
 -2.7214072  -1.9485357   1.8965943   0.4846701  -1.8062172   0.45575377
 -0.3861747   0.4708426  -0.81719023 -0.694845    0.02570187 -1.6895946
  3.0313523   1.4163274   1.4124525  -1.8899077   1.6527278   2.4178572
 -3.3372293  -1.8572171  -1.9998469   1.3143519   3.9804432   2.4102483
  0.3937608  -4.420085   -1.4757383   1.3315569  -0.70063776  1.33501
 -1.6011592  -3.4422767  -0.94981533 -0.3732976   0.05263619  0.3267055
 -1.0541415   1.0988417  -1.6961061   1.4975995  -3.1698391   1.2030026
  0.8458554   0.60129255  1.3611137   0.82455087  1.2411771  -0.5025258
  1.3565444   0.7551822  -2.1140063  -1.1076883  -1.1329198   0.64586395
 -3.0452135   1.5956445   0.55551964 -1.1636497  -0.06161973  0.18569201
  0.03645606 -1.9352885  -0.29034325  2.1846988  -1.3705498  -0.61810815
  2.1851225  -0.6964211   0.2044984   0.31964716  0.8698787   1.6876183
  0.05725036  2.4208746   0.19576542 -0.96080035  1.3069042   0.6200157
 -0.79111636 -2.138242    1.3414805  -1.7367424 ]"
5.45,4.29,7.81,17.55,QCOM_2022,"[ 1.3778992e+00 -2.3348148e+00  2.0720785e+00  3.5972819e-01
 -1.6905627e+00  4.3661711e-01  5.8522314e-01  5.4131508e-01
  7.1053308e-01  5.6995952e-01  1.4175988e+00 -7.6023944e-02
 -1.8412049e+00 -1.0060585e+00  1.5368491e+00 -8.2461792e-01
 -3.0416281e+00  1.4111887e+00 -2.3211462e+00 -1.9867208e+00
  2.9734919e+00 -2.5994065e-01 -2.4402657e+00  2.1099746e-01
  1.3385317e-01 -7.4664664e-01 -6.3274968e-01 -4.0559816e-01
 -1.3844690e-01 -2.1367900e+00  3.4824965e+00  2.1093485e+00
  1.4904047e+00 -1.8065728e+00  2.2625914e+00  2.1380227e+00
 -3.1963725e+00 -8.3547801e-01 -8.9739668e-01  1.1570545e+00
  3.0768111e+00  2.1925778e+00  2.2853670e-01 -4.1994677e+00
 -4.7845203e-01  9.9389106e-01 -5.5631959e-01  2.3051699e-04
 -1.6827796e+00 -2.6774695e+00 -3.0181413e+00  3.6575317e-01
  6.8394905e-01 -5.5360371e-01 -2.1815515e+00  1.5150757e+00
 -2.0710077e+00  1.4065931e+00 -2.8522675e+00  3.4289944e-01
  1.1943216e+00  1.2219499e-01  1.5932070e+00  7.4395710e-01
  1.1081994e+00 -1.0076772e+00  1.6415253e+00  9.7088856e-01
 -2.4346795e+00  3.5338223e-02 -6.3054836e-01  4.1918719e-01
 -3.3824379e+00  1.0431572e+00  6.0744190e-01 -3.8997424e-01
 -4.4940522e-01  1.3496141e-01 -7.1178132e-01 -2.0516043e+00
 -1.0067645e+00  2.8451924e+00 -1.8910373e+00 -1.0906684e+00
  2.3731029e+00  3.4554221e-02 -9.7347909e-01  1.5506206e-01
  9.1863346e-01  9.6557361e-01 -1.1497779e+00  1.4344701e+00
  1.6928290e+00 -5.1671511e-01  1.2599916e+00  5.3509259e-01
  6.0272223e-01 -1.1650153e+00  1.5368652e+00 -1.8382683e+00]"
19.64,9.0,7.69,36.33,QRVO_2019,"[ 1.0784674  -1.0594094   1.2811266   1.835396   -1.05938     1.4553963
 -0.49335513 -2.2367961  -0.52632326  0.02053478 -1.9734339  -1.0432383
 -4.1542797  -1.9453182   3.643408   -0.16072138 -0.57593423  1.9764278
 -1.6477276  -0.2586541   2.6472309  -0.08353498  0.63738835  0.7095225
  4.232372   -2.8265283   1.3175755  -2.6568546  -2.4034386  -0.0959513
  4.2453294  -0.58412546 -1.0880204  -0.9724886   0.58613104 -0.6111958
 -1.3860966  -3.0473657  -2.1450799   3.0135684   5.1372447  -0.9537144
  0.7409139  -0.35554174 -0.37621313 -0.65214247  0.19886498 -0.59250057
 -0.6428887  -1.0482044   0.8835937   2.363361   -2.120584   -1.1932232
 -2.0590036   3.0970283   2.10381    -2.557448   -3.7974763   0.83136964
 -2.0000317   0.49077606  2.092856    0.47403497 -0.46057358 -0.6585404
  2.4628406  -2.34213    -3.6439285  -1.5446706  -2.3505933   1.2036256
 -3.034789    0.16567406  0.68503696  1.5886534  -2.9515264  -1.5514873
  1.59747    -1.7802116   1.0661877  -0.1265546  -4.352421    1.8804162
  0.23752938  0.5900051   1.2593664  -0.22221658  0.02354949  0.7253667
 -1.5085508   1.4881933   0.24998543  3.2070587   4.3922343   2.686805
  1.4012914  -0.69051194  3.9710639  -2.8784475 ]"
15.96,8.91,7.23,32.1,QRVO_2021,"[ 4.254292   -1.0082092   1.9075716   1.152289    0.12590238 -1.3846188
 -1.3410691  -0.32007515 -0.9944361  -1.7056769  -1.1683958  -0.19014214
 -5.636497   -0.5393627   2.4274788  -1.0817304   0.6097491   4.316974
 -0.7377656  -0.8853997   3.2122428   1.1668997   0.48073253  1.2760751
  1.8309612  -1.748737    0.3494852  -1.8915452  -2.7582407   0.47307163
  3.451419    0.87822324  1.5532831  -1.1251048   0.5959317  -0.5329806
  0.6559719   0.15391608  0.7956315   0.8493292   5.389449   -0.60221624
  0.78731024 -2.42249    -0.62123394  0.5273911  -0.04338159  1.2975273
  0.24205281 -1.0325848  -1.3414384   0.8400744  -1.3928548  -1.2865633
 -2.929337    2.7082343   0.09567403 -1.343664   -3.5974991   0.11379971
 -1.509635    0.4898873   1.0085495  -0.48130035 -1.6457123  -4.551375
  1.1708846  -0.38309383 -3.3455136  -0.6374693  -3.1106524   1.5809754
 -3.1163783   0.73649615  1.1405565   0.01984088 -1.6239139  -1.0296801
 -0.2060572  -2.969517   -0.654304   -0.52334464 -3.1562927  -1.2275862
  0.50288177 -0.17051953  1.9223715  -1.1491523  -0.12335997  1.5629734
 -1.1773022   3.1633902  -1.7175013   0.8979997   3.0699344   4.1973057
  0.09763786  0.8006513   4.0062766  -0.1889329 ]"
14.11,8.64,7.41,30.15,QRVO_2022,"[ 2.7719808  -1.5503554   1.6347525   2.4982295  -0.49659503 -0.885261
 -0.16375576 -1.2944615  -2.1455607  -0.8461005  -2.3396165  -1.1388081
 -4.48134    -0.6645406   1.8548471  -1.2020587  -0.4453027   4.233293
 -1.4429518  -0.8832754   3.940311    1.9677658   1.0407456   0.7105975
  0.5145336  -2.686468    2.1857395  -2.0622547  -2.4195013  -0.35306066
  2.773343    0.9792582   1.5957031  -0.3669192  -0.72114605 -0.29218277
  0.99901426 -1.2161491   0.72568333  1.2098044   6.0247164   1.7797928
  0.89819324 -2.139826   -1.5331343   0.51368475  0.20104957  1.0037568
  0.48739916 -1.2077405  -0.7393237   1.0180781  -0.8065134  -1.8461474
 -2.7246046   2.7475076   0.45020884 -1.7258692  -2.8584228   0.4830161
 -1.4424447   0.60225606  2.2280183   0.6383114  -0.77998024 -1.9616274
  1.5748756  -0.6569796  -3.0882523  -0.5918199  -2.4778564   0.6827205
 -4.660416    0.98840743  0.09765886 -0.7140846  -2.5988567  -1.3921535
 -0.05489756 -2.6478746   0.17002472  0.28440958 -2.8175     -0.34345987
  0.675      -0.03340143  2.7155917  -1.9257863  -1.5801896   0.77696824
 -2.681944    1.8197547  -0.535076    0.9420051   3.3048353   3.7594686
  1.4526489  -0.03971035  3.4219027  -0.89504415]"
12.72,8.5,7.58,28.8,QRVO_2023,"[ 1.8245348  -1.3836733   2.3234694   2.518618   -0.66504633  0.03754973
 -1.024658   -0.52289844 -1.308877   -0.06875288 -2.170604   -0.7170872
 -3.802666   -0.8003016   1.8562875  -1.0907037   0.17462052  4.3912587
 -1.4920042  -1.0695536   3.1357522   0.6607151   0.7377683   1.1179521
  0.22002469 -2.0771065   1.6121423  -1.9971784  -3.5570376  -0.73137057
  3.8057594  -0.33042172  1.5275404  -1.5893767  -0.20011693 -0.29950875
 -0.02323972 -1.1096605   1.2899444   1.0002254   5.813005    0.40649793
  0.7762892  -2.1465614  -0.62632823  0.2080215  -0.23138474  1.0222683
  0.46013734 -0.5489659  -1.0411843   0.7177486  -0.73938453 -0.62617576
 -2.4846206   1.9620855   0.26723784 -0.73749405 -3.205611    0.6938773
 -1.6229734   2.0106232   1.9012245  -0.12006364 -0.6839402  -2.8122816
  1.642253   -0.34107226 -3.1406596  -0.24787971 -2.2414293   0.15357862
 -5.115658    0.66347754  0.07572408 -0.27313638 -2.4525032  -1.288562
 -0.23032086 -2.3392024   0.3873977  -0.02071429 -2.2140746  -0.50290495
 -0.35741007  0.68159217  2.622416   -2.356944   -1.3350407   1.4799012
 -1.356508    1.679422   -0.46355516  0.48248413  3.0831656   3.6104333
  1.2760203  -0.1832777   3.3074522   0.03634859]"
0.06,16.69,8.1,24.85,REGN_2019,"[ 2.1886118e-03 -2.2582436e+00 -1.2200632e-01  1.4377608e+00
 -4.6739888e-01 -1.2770354e+00 -3.2352574e+00 -7.4930537e-01
  1.5646188e-01  1.1948569e+00 -1.8845060e+00  1.8046618e+00
  3.6633793e-01 -1.4061798e-01  2.9348307e+00  1.9035119e+00
  1.7425038e-01  3.1234276e+00 -8.9342242e-01  2.0319693e+00
 -1.0961224e+00  3.3925669e+00 -1.4369355e+00  1.1841841e+00
  6.1836678e-01 -2.7242157e-01 -2.0726156e+00 -1.7498595e+00
 -1.0759374e+00  3.2545444e-02  1.8751846e-01  1.5223819e+00
 -3.0274587e+00  4.7459495e-01  2.9072121e-01 -2.2700821e-01
 -2.1822836e+00 -3.5395474e+00 -1.4689213e+00  3.1073925e-01
  2.3801057e+00 -4.6684937e+00 -1.6716734e+00 -2.4508264e+00
  3.2727025e+00 -7.2338268e-02 -1.0795728e+00  2.9638129e-01
 -2.1455119e+00 -1.7699206e+00 -1.1663415e+00 -2.9746205e-01
 -2.1528897e-01  1.9826631e-01  1.8001965e+00  2.3154669e+00
 -5.8946264e-01  3.3996972e-01 -1.7289574e+00  2.6079094e+00
  1.4962494e-01  7.8491241e-01 -3.5477850e-01 -1.1636612e+00
  2.9635448e+00 -3.1540117e+00  9.2543775e-01 -1.1704000e+00
 -1.8358166e+00 -2.7540308e-01 -3.1844833e-01 -1.6338376e+00
  5.1375830e-01 -1.1972964e+00  8.7198001e-01 -2.1271622e+00
  6.4287388e-01  9.3630201e-01  1.8878973e+00 -8.4850430e-02
  2.3774636e+00  1.3730720e+00  9.7598720e-01  6.7681067e-02
 -5.1169610e-01  1.0883731e+00 -2.9303138e+00  9.2132378e-01
  1.3035125e+00 -1.4145607e-01  9.3129909e-01  1.6811987e+00
 -1.5817003e+00 -1.9035031e+00 -1.4161887e+00  1.4408834e+00
 -2.2304969e+00 -2.3983026e+00  1.6414000e+00  1.8485531e+00]"
