e_score,s_score,g_score,total_score,ticker_year,doc_vector
17.75,4.9,8.77,31.43,MLM_2021,"[ 0.40674236  1.3319925  -1.7428948   3.7403946  -1.2477318  -3.4953005
  0.34669772 -0.05577527  2.912027   -1.0451208  -0.4470095   3.7411551
 -3.286149   -0.90923285  1.9575845  -2.6237023   4.490666   -2.6861382
  1.108582   -4.0753803  -0.68059933 -3.1938956  -3.7507772  -2.1281266
 -3.5933561  -1.3637002   2.2598653  -1.0939827  -2.081691   -3.4481566
  0.69329906  0.34226686  0.08162838 -0.3927442  -0.6005651   2.1384902
  3.930141    0.9503515  -2.1044219  -3.0698233   3.0593274  -2.6311812
  3.2758336   0.07845747  3.6020617  -2.0416355   1.2195568  -0.02252043
  0.3421038   0.50144064 -2.6576588  -0.07449183  2.0637047  -1.4145182
 -1.3277841   3.187794   -0.34570646  0.6989039  -2.76306     1.2933395
 -0.22662093  3.1694682  -3.1670394  -2.7468426  -4.3224435  -2.5424786
  0.6156661  -1.0754712  -1.3544135   4.7104273  -1.8011742  -3.495787
  0.07973661  0.07482991 -5.606605    5.063956   -0.5573157  -1.4043459
 -2.683973   -0.5471345   3.3404841  -2.628156   -2.8099036   2.724015
  1.6198417   4.1110606   1.9101316   1.6788329  -0.8965242  -2.4285583
 -1.176741    3.4795215   2.2185469  -0.42659414 -0.18923107 -0.05786054
  3.1199713  -1.4399816  -2.5055673   3.1850283 ]"
18.55,4.86,8.82,32.24,MLM_2022,"[ 0.55399996  0.50514096 -1.3802905   3.0120525  -0.9073565  -5.133636
  0.30248612 -1.0163983   3.8311977  -1.1592911  -0.4513433   2.6954753
 -2.6242576  -1.5459399   1.5994345  -3.229986    4.408136   -2.2011771
  1.2209902  -4.107873    0.5845696  -2.374136   -4.7507415  -0.3801355
 -2.8173573  -1.3868493   2.5280428  -0.5919025  -1.4256037  -4.134055
  0.48979488  0.10160079 -0.50517315  0.36116555 -0.29009277  2.1664248
  2.8095276   2.4338784  -2.9101136  -2.6909957   2.934845   -2.1517107
  2.1439812   0.694741    3.2793095  -2.3653097   1.0703616   1.0176203
 -0.2364231   1.6647139  -2.5036144  -0.25770557  2.0711792  -0.7660326
 -2.6036386   2.8566191   0.36914676  1.2300913  -3.3453987   1.5290529
  0.42047793  2.628744   -3.9550943  -1.1404728  -2.7111459  -1.3856881
  0.49585247 -1.5534973  -0.38815144  5.4105926  -1.7530208  -2.8335419
 -1.0733728   0.32256508 -5.540734    5.078418   -1.4128218  -2.9445968
 -1.6276779  -0.65359646  2.9573624  -1.5830455  -2.5792408   2.174839
  2.2328207   3.9204502   0.3907215   1.8957806  -1.0665082  -1.8011986
 -1.1194173   2.7090092   2.3026443  -0.85498965 -0.93743396 -0.62520754
  3.6940322  -2.5998816  -2.1464992   2.6608698 ]"
0.07,7.53,10.77,18.41,MMC_2019,"[-1.5609509  -0.05906207 -1.1398064  -1.7491072  -1.5032742  -2.1680853
 -2.2267745   1.0238675   1.035517   -0.05329188 -3.1394837  -0.03110036
  1.9000703   0.40934432  0.34070605 -2.3971086  -0.83715945  0.29113775
 -0.6050096   0.9023518   0.5108858   1.6344118  -1.1447946  -0.58438617
 -1.2003409  -2.3634377  -2.684471   -0.6479596   1.2106061  -0.6906583
 -1.7490784  -0.9355115  -2.642515    2.8360436   0.16005103 -0.7108943
 -5.1837673  -3.3410344  -1.9101913  -1.6242301   0.42753798  0.31723228
 -0.1878061  -0.7736913   0.16553281 -0.47537154 -0.7699012   0.24146383
  2.1898067   0.88828045 -0.03322781  0.4122205   2.5608315   0.4774758
  0.02041237  2.5935376   1.7774355   2.7664225   0.5277698  -2.695244
  2.162274    5.733741   -1.4348618   0.2331068   0.54326844 -0.5057575
  0.6303004  -1.0735166  -0.03469646 -0.62100846 -1.4151663  -0.39425483
 -0.9830715   2.3432004   0.9857152  -1.7354145  -3.8386421  -1.2177049
  1.5124586   1.7564251   1.2397233   0.69174165 -2.7974436  -2.21643
  0.5000976  -4.7394505  -0.3886027  -0.12408255 -0.40597156  0.63451135
 -0.71964276  0.40379497 -2.1345265  -2.711683    1.235048    0.05764041
 -2.0553281  -0.937821    0.225013    2.3911319 ]"
0.09,8.06,10.8,18.93,MMC_2020,"[-4.1428847  -0.9751734  -0.4223598  -1.5925645   0.49459457 -1.8523226
 -1.3895286   1.2351336  -0.55257297 -0.01594311 -2.2412229   1.8818142
  2.6409652   2.6086352  -0.3058453  -3.372206   -0.92053604 -0.47898152
 -2.4748251   2.6034074  -0.07112657  1.1102799  -2.451386   -2.017973
 -1.4768614  -2.8231208  -3.574527   -0.35186687  0.14819668 -0.41747555
 -0.7296419   0.08904199 -1.6204962   2.5872195  -1.679841   -0.05431829
 -3.6259096  -3.3877249  -1.1794969  -0.19859868 -1.5981965   1.3750677
 -0.6644563  -0.8230482  -0.41430607 -0.4247504   0.11649998  0.09021482
  3.2849076   0.31415495 -1.5432857  -2.1136022  -0.38509873  0.01906491
  0.7543189   2.4985359   2.079311    3.6266205   0.0118405  -1.7608064
  1.3284466   4.435934    0.1641794  -0.8411365   1.6954613  -0.3236139
  0.91078424 -0.2479725   0.11530212  0.08606451 -1.3761351  -0.47682115
  0.6404679   1.3693265   1.2808601  -0.20638417 -1.8970634  -1.7261009
  0.01500356  2.8348413  -0.19595939 -0.5292586  -2.4840052  -3.6524212
  1.2954469  -2.563882   -1.0106101  -0.5523791   0.42103922 -0.4242293
 -1.0682964   0.03252624 -1.6656187  -2.4447205   0.02007874  0.45927164
 -2.7852542  -0.42361042  0.292787    1.3331553 ]"
0.11,8.36,10.88,19.34,MMC_2021,"[-4.0311675  -0.11975259 -1.2849545  -1.2395036   0.07219826 -2.3029602
 -1.0204873   0.61122185 -0.25166747  0.6009379  -2.4127734   1.9918553
  1.6363335   1.6741693  -0.08554911 -3.5297344  -0.47337732 -1.4690037
 -2.044669    2.9476268   0.08565917  1.6326069  -2.3292694  -0.80300736
 -2.0472045  -2.2052443  -2.4998486  -1.6885386   0.26453394  0.16532432
 -1.4627005  -0.029401   -0.9910132   2.4463644  -1.4776422   0.3825096
 -3.73275    -3.9920645  -2.0534534  -0.34615672 -1.2583822   0.5735841
 -1.0600771  -0.85119236  0.06164972 -0.12043159 -1.1323425  -0.2767333
  2.4758682   0.55669343 -1.6711229  -1.7493275  -0.83041215 -0.5671483
  0.48872265  1.5576396   1.1736753   3.313351    0.12947476 -1.8803893
  1.5593358   4.5997047   0.31427124  0.6886365   2.0308328  -0.26385525
  2.0710878  -0.5176539   0.26155284  0.5187481  -1.5738336  -0.72391087
  1.287282    2.213175    1.8734905   0.00991411 -1.15139    -1.7577723
 -0.20761508  3.5771837   1.1159664  -0.03014448 -1.7704852  -3.2284176
  1.4118595  -2.613355   -1.7957975  -1.0312005  -0.07167342 -0.41267136
 -0.6150867  -0.70012534 -2.5184674  -2.4840899   0.22262557  1.2090516
 -2.4412322  -0.06053199  0.01244238  0.96907645]"
12.95,13.84,8.23,35.02,MMM_2021,"[ 1.2155498  -0.74342406  0.24586569  0.791726   -0.3393734  -2.3330617
  0.79511034 -0.9666618  -2.1187901   0.8022906   1.1272413   2.502374
  2.3738158  -2.0377505  -0.389509   -0.53381604 -0.6349085   0.68980557
  1.4253534  -1.1799629   4.0605683   1.6489974  -0.558624   -0.743002
  1.480899   -2.0412493   1.7051172  -0.6730588   0.865244   -0.52045965
  0.33667406  1.5862774   0.40762594  0.48770696 -1.8088961   2.323438
 -0.6320282  -2.213395    0.96733475  1.092426    4.0118656  -1.0331515
  1.3487382  -2.0992036   3.1262958  -1.7821485   0.12653168  0.69860643
 -0.37036484 -0.71059227 -0.8776526  -0.07074384  0.552161    1.3977826
  1.6283569   0.131812   -1.8915397   2.2708974  -5.5923615   0.92485464
  1.3230349   0.71814716 -0.9169975  -1.4408232   0.6490747   0.861246
  1.2583933  -0.48137903 -1.4400926   0.20699833  0.16162774  1.5076349
 -4.580274   -1.8782221  -1.3997627   1.8113465   0.44073907  1.0265421
 -0.1293763   2.4816382   1.5615999   2.8613133   0.6587307  -1.2212949
  2.1026776   0.64797634  2.6926231  -1.1192825   1.4537061  -0.058338
 -0.6626316   6.042538   -1.2743527   0.4425772   0.78884137  0.39386073
  0.5391963  -3.5369751  -0.00814145 -2.1345274 ]"
12.62,13.57,7.84,34.03,MMM_2022,"[ 0.8691982  -0.73819655  0.75967586 -0.2704441  -0.8186614  -2.2410474
  0.8884303  -1.0592157  -1.927781    0.37576053 -0.41024104  1.7930789
  1.5102022  -0.77081543  0.04664476 -0.84405816 -2.5048902   1.0313246
  0.02996073 -1.6637194   3.9194381   1.615527   -0.76725394  0.06051354
  1.6894413  -1.5952817   0.35203746 -1.5529363   0.73111004 -0.3154896
 -0.97123384  1.2607024   1.1938198  -0.5295396  -2.1113694   1.0058734
 -2.2778406  -3.5184488   1.012773    0.11208912  2.99441    -0.2341978
  1.4841391  -2.5222995   2.1560113  -1.4091198   0.01574446  1.9058716
  0.57224613 -0.1519786  -0.3911785  -0.1702389   1.2527866   1.3259604
  0.92658526 -0.11949052 -3.164446    2.0650983  -4.440879    1.1122282
  0.71138793  0.8060862   0.18955207 -0.36348158  0.77844244  0.4403177
  1.1935283   0.4847406  -1.1932784   0.22727163  0.02173401  1.1563671
 -4.6445613  -1.815075   -1.0857409   0.6704703   0.7013607   0.5751021
  0.8080192   1.0828427   1.2660003   3.1172795   0.18031636 -0.93960696
  1.2351975   0.25086227  2.1994154  -0.89360046  1.4271423   0.6501315
  0.5773963   5.5542083  -0.93307054  0.5349213   0.24381846  0.7199792
  1.3192655  -3.098651    0.532184   -2.313668  ]"
17.22,13.59,6.54,37.35,MMM_2023,"[ 1.0428423  -1.1044223   0.8901938  -1.574964   -0.43451175 -2.1259997
 -0.07798109  0.3530795  -2.173345    1.5303794   0.0554208   2.2112455
  0.3201143  -1.3157547   0.7040513  -1.2125012  -3.6211908   0.74244237
  1.0849936  -1.9935935   2.9918344   1.5336941  -1.8837266   0.4987559
  1.3123176  -2.4522593  -0.33740702 -1.5338455  -0.09867255 -0.19023407
  0.41452095  2.6554193  -0.76532483  0.03811611 -0.9263644   1.4490136
 -2.2595055  -2.8729525   0.35092533  0.8626239   2.9841456   0.43086338
  0.7436447  -2.7646887   1.5138719  -0.53195924  0.40053812  0.7812044
  0.1755073  -0.25229922 -1.0898484   0.06326455  0.5658886   2.1230392
  1.2896224  -0.5391405  -3.2533855   1.9796082  -3.612578    0.89607084
  1.5543951   0.6260442   1.6548425  -1.0458434   2.0135574   0.159595
  1.4359332   0.6837926  -1.2756592  -1.0425862   0.47154602  2.1604714
 -3.2036722  -1.0970333  -1.5317509   1.3418682   1.8672727  -0.48418608
  0.12186559  0.0887338   2.7245092   1.7430047  -0.06733038 -1.3023213
  1.2322336   1.5527722   1.4108907  -1.5415806   1.3584203   0.36391482
  0.06830118  4.421081   -0.24040265 -0.05242104  0.96617925  1.4474068
 -0.2580062  -3.1791377   0.28483427 -1.5874712 ]"
21.29,9.48,6.08,37.36,MPC_2018,"[-1.0570482  -0.50148135 -1.0433155   3.912552    1.5916011  -2.1799204
  0.8088799   0.06852775  1.4383488  -0.6305839  -0.70826876 -0.01475067
 -2.3716931  -2.3866885   0.7100967  -3.2397685  -0.07315685  1.8197173
 -1.3910978  -1.526695    0.64100134  1.5093316  -1.9806125   0.4690726
  1.4172467  -0.6811925   2.011645    0.4995603   0.3611054  -1.1329546
  1.5016804   2.0606093  -1.5371141  -2.668382    1.4382043  -0.69934654
 -0.3088119   1.1634886   0.6534566  -0.7759563  -2.4096358   0.498176
  0.4986416  -3.0806231  -0.02185899 -0.63112515 -0.23838587  3.0048258
  1.6684372  -1.5354695  -0.72124666  1.4097941  -3.1527047  -2.2284565
  0.9020417   2.4990518  -3.8767812  -1.3933378  -1.9641067   0.1275783
  0.4466383   0.4923714   0.44452912 -0.43442577  0.2669597   3.368956
 -1.5136077  -0.66088164 -1.9162942   2.6291025   0.32815894 -1.7267382
 -2.1466756  -0.28326604 -2.033736    0.21482393  0.7395693  -1.7202225
 -3.6873195  -1.071117    3.434042   -1.2154524  -4.59989     4.1966796
 -0.2052548   3.0108972   1.889507    3.4170241   1.4442579  -0.4610739
  1.1763151   1.3963811   1.5521712   0.50324965 -0.58943015  0.79245365
  4.272429   -1.7506806   0.4774958   0.09972301]"
22.55,9.48,6.11,38.11,MPC_2019,"[-1.439417   -0.8121148  -0.4763008   4.8470573   0.8753886  -1.8407881
  1.8529387  -0.06467149  2.4686038   0.05219585 -1.5414851  -0.29166424
 -2.8023357  -3.2642295   0.8656525  -3.080908   -0.8445153   0.6644387
 -1.1872402  -1.7916155   0.94296527  1.8783002  -0.8707846   1.0485055
  0.76485467  0.53310573  2.8531802   0.19251458 -0.61061555 -1.9102714
  1.8810899   0.9484158  -0.7684474  -3.175693    1.1261426  -1.283407
  1.2334361   1.0589997   1.0840726  -0.91261363 -1.6247863   0.7247563
  0.8996414  -4.0262423   1.5382597   0.20864531  0.02146676  1.4526165
  1.4564302  -1.649908   -0.6719247   2.4820032  -1.388246   -2.6288512
  1.46006     2.3388913  -4.3595743  -1.0616419  -2.4343312  -0.56562436
  0.60430634  0.82019085 -0.22991383 -1.110838   -0.14508724  3.927019
 -1.3350079  -1.2108145  -0.6745228   1.6435032   0.36472082 -0.63249516
 -1.9633001  -0.82038057 -2.152315    0.2288016  -0.95462304 -0.9226565
 -3.6068168  -2.1243289   2.5205724  -1.9799408  -3.7947977   3.6653297
  0.2552618   2.9070241   1.0122485   1.9587373   2.2882807  -0.16535641
  0.3397673   0.12416266  1.1452688   0.43232343 -0.3118985   0.99658793
  5.3327413  -2.5180118  -1.0146224  -0.36906952]"
19.36,8.46,5.54,33.36,MPC_2020,"[-8.7537873e-01  1.4216432e-01  2.7397364e-02  3.2134111e+00
  1.0422776e+00 -2.8810041e+00  2.0402527e+00  1.9426262e-01
  2.2477746e+00 -1.0507178e-01 -9.9838245e-01 -5.1427372e-02
 -2.5120983e+00 -1.9526054e+00  8.6381948e-01 -2.5489440e+00
 -2.7102089e-01  1.2896008e+00 -9.9800932e-01 -2.6972539e+00
  1.0448472e+00  1.8229872e+00 -1.7927785e+00  2.2157109e+00
  7.1236753e-01 -1.6759048e-01  2.2345021e+00 -5.2664541e-03
  7.2269863e-01 -1.5082246e+00  2.6017303e+00  1.8817573e+00
 -2.3963687e+00 -3.4647059e+00  1.5712692e+00  2.3233095e-01
  5.9067023e-01  3.9695394e-01  6.1214179e-02  7.1921870e-02
 -1.8701926e+00  4.6807647e-01  8.5184461e-01 -3.5012839e+00
 -1.1462406e-02 -7.4064428e-01  9.2992610e-01  1.2286853e+00
  4.3185841e-02 -1.0073801e+00 -6.6744298e-01  1.6924989e+00
 -1.7554305e+00 -3.1985188e+00  1.3172166e+00  2.4649820e+00
 -4.1604767e+00  4.1683432e-01 -1.7277716e+00  1.3355683e-01
 -3.0991927e-01  4.6166533e-01  8.4814757e-01 -6.6254759e-01
  5.1172823e-01  4.0450974e+00 -1.2237303e+00 -1.4605426e+00
 -1.1840914e+00  1.7685820e+00  7.6038495e-02 -3.3025673e-01
 -7.8611928e-01 -2.4766161e-01 -1.6778783e+00  5.1080555e-01
 -1.1522149e+00 -6.1257929e-01 -4.2255688e+00 -9.4345206e-01
  1.6952075e+00 -7.7951992e-01 -4.2169724e+00  3.0433240e+00
  1.2874607e+00  3.3673213e+00  9.5978999e-01  3.3410435e+00
  3.5876229e+00 -1.3325724e-01  1.2884977e+00 -4.9391925e-02
  6.2845343e-01  2.3600352e-01 -4.4802323e-01  1.0049670e+00
  6.4411831e+00 -2.6352217e+00 -5.3685218e-02 -8.6781281e-01]"
15.68,7.07,5.3,28.04,MPC_2021,"[-2.1841338  -0.7237197   0.6765591   3.6479266   1.2119865  -1.9455805
  2.5459766   0.25419992  2.4844174  -0.14979094 -1.9006295   0.4680192
 -2.1186662  -2.2495475   0.9351628  -3.1986852   0.57677615  0.82110363
 -1.4354873  -2.4515378   0.92836714  1.4442779  -1.0600791   2.0575202
  0.4619544   0.41238496  2.6359744  -0.45797634 -0.45701268 -1.9263322
  1.1012658   1.7627491  -2.165768   -3.6058543   1.4353544   0.32665512
  0.49620864 -0.10066631  0.4582736  -0.5849177  -2.1529906   1.1618443
  0.63406396 -4.2549057  -0.42639434 -0.6433262   0.6086831   1.4534024
  0.4155     -0.57176554  0.32712933  1.8933897  -0.9685276  -2.760554
  2.0935872   2.3223207  -4.406359    1.4383907  -0.99497956 -0.20396356
  0.72502345  0.7872431   1.9960077  -0.8598997   0.01851395  4.6977305
 -1.3972775  -1.2507086  -1.2746646   2.826439   -0.03154033 -0.5653258
 -1.3536983   0.09961756 -1.1783011   1.0838091  -0.49347422 -1.1319656
 -3.8559995  -1.1050457   3.4731617  -1.8023788  -4.014618    2.7751348
  1.5091062   3.0258465   0.8054384   3.6252258   3.473014   -1.5002396
  1.5285476  -0.31422406  0.19064043 -0.12187445 -0.37288693  1.5134997
  6.59295    -2.7771695  -0.4092173  -0.7879886 ]"
1.63,15.46,11.44,28.64,MRK_2018,"[ 0.67034614 -2.6973054  -1.202084    2.0052788  -1.39777    -0.4408838
 -1.0846146   0.85310906 -0.8795696   0.33528894 -1.0281961   1.4006932
 -0.19599858 -1.4249188   0.46489874  0.50505465 -2.3261163   2.000129
  0.9273518  -1.265235   -0.53702444  1.3846798   0.03489665  2.168946
  2.1815422   0.52226406 -1.7773545  -0.10790861  0.26165935  1.5188725
  1.4002864  -0.05659657 -2.1112862  -1.0575894   1.67139    -1.0625801
 -0.4036001  -3.4571934  -1.3837874   0.7554519   0.23157637 -1.2038743
 -0.5410328  -2.0524473   2.8868666  -0.33539116  1.1849588   1.0796595
 -1.1191795  -0.67656684 -3.6873403  -0.5958854  -2.1890826   0.00669098
  1.7768896   2.368358   -0.46128127 -1.6718521  -2.1056893   2.897885
  0.8582819   1.70572     0.8321327  -1.9029909  -0.07690652 -1.83181
  1.9915221  -0.6319023  -0.7211718   0.21090758 -0.00701203 -1.352488
 -2.1274805  -1.8745848  -0.35642228 -0.7554512  -0.18581602 -0.33375037
  0.32594907 -1.1351432   1.4499706  -0.3581006   0.3119665  -1.2170466
 -0.5872159   2.1291006  -0.323892   -0.35711664  1.671147    2.405615
  1.8894461   2.350678   -0.73865914 -1.1405883   0.7928953   0.91544235
 -1.4825068  -2.1199572   2.1158626   3.1449306 ]"
1.6,15.2,11.06,28.0,MRK_2019,"[ 0.81453866 -2.8542216  -1.1322929   2.1686242  -1.7218871  -0.19298765
 -1.8586328   1.6138707  -0.43804878 -0.4544466   0.03794609  1.5610452
  0.65578884 -2.4193902   0.42668012  1.4745802  -2.8356123   0.6164713
  0.7845558  -0.78946507 -0.8188743   1.4520235   0.80050105  2.1531065
  1.649475    0.6958149  -1.6429012  -0.3179491   0.27231082  1.3239323
  0.19349541  0.8914927  -2.2092376  -0.76726866  1.886771   -0.70868313
 -0.10966245 -4.6943593  -0.7091055   0.9056299   0.5147615  -2.0118225
 -0.4343824  -1.56927     2.1553936  -1.0870663   1.3698353   0.7911276
 -0.87505794 -1.0275801  -3.8429232  -0.5984825  -2.5128405   0.9682108
  1.8336381   2.9196317  -1.1717542  -0.6730592  -1.3078969   2.1145933
  0.3603567   1.2630422   1.1326039  -1.7062353  -0.1184613  -0.89165586
  1.7137812  -0.23653598 -1.0582843   0.3211454  -0.01919256 -1.9731364
 -1.9521413  -1.9428742  -0.7207983  -0.35765582 -0.7488516  -0.13225359
  1.5632222  -0.22619024  0.85262007  0.9040023   0.78649044 -1.573321
  0.16657588  1.5140144  -1.1801665  -0.2462085   1.5760458   2.4852982
  0.92260635  2.7329729  -1.3042914  -1.5875063   0.37401566  0.4235121
 -1.5320718  -1.9781164   2.0869718   1.7307122 ]"
1.63,14.52,11.07,27.22,MRK_2020,"[ 1.8385043  -2.849689   -1.0837866   1.3440381  -2.1247168  -1.21348
 -0.29113364  1.5044173  -1.2261117  -0.2353478  -2.2730708   1.4562993
  1.2999545  -1.3164195   0.6404851   1.4088795  -2.5795133   1.1191319
  0.955851   -1.0300329  -0.9042843   2.7405002   0.1195399   3.1778111
  2.5831068   0.5962833  -1.9789912  -0.92768806 -0.39573142  1.0046088
  1.0687732   0.99185246 -2.5754378  -1.9744211   1.8018749  -1.4984747
 -0.26102248 -5.422439   -1.162907    0.2056289   1.5836676  -0.89453757
 -0.87420607 -2.736651    0.9321518  -1.0991962   2.9170265   1.3310064
 -1.5947307  -0.11581536 -2.971218   -2.6265123  -1.1815734   0.39027113
  1.8520347   2.1788225  -1.9448522   0.24617499 -0.96629834  2.7942216
  0.1465162   0.3834507   2.1140738  -0.94421947  0.34666538 -2.0609937
  2.0031216  -0.63268185 -0.03248337 -0.02855858  0.3058383  -0.86242986
 -1.8319798  -2.0471616  -0.75452054  0.10089597 -1.1819944  -0.38790596
  1.8504328  -1.0559775   0.60687906  0.3668731   0.8366802  -2.4537704
  1.438345    1.2542152  -2.4617987  -1.1550083   2.0519395   3.3030293
  1.1832074   0.5377773  -3.0992599  -0.82221645 -0.5946866  -0.5099047
 -1.6716301  -2.2867827   2.2260253   2.122716  ]"
0.88,11.28,10.52,22.67,MRK_2021,"[ 1.1628177  -3.037418   -0.9371272   1.7917753  -1.4709697  -0.7908284
 -0.6804592   1.6835854  -1.853644    0.05324249 -0.8871854   1.6092151
  1.5390887  -1.5554923   1.2322373   1.4582006  -2.850302    1.6747332
  0.9701807  -0.03137464 -1.4024601   1.786048    0.03189407  3.4360647
  2.6737974   1.044739   -2.0592158  -1.0992382  -0.4942739   0.9939431
  0.95991045  0.7380798  -2.2947407  -1.7386094   1.9214314  -1.3982397
  0.21667893 -5.396417   -1.3473997   0.32376036  1.3334941  -0.57814485
 -1.4274327  -2.8002098   0.76579183 -0.8794919   2.820219    1.0051657
 -1.0981196  -1.020053   -2.898558   -2.5322566  -1.8692132   0.3006238
  1.8046123   1.7110101  -1.6050413   0.17597401 -0.9602539   2.9183385
  1.4618984   0.07515295  2.3799367  -0.71580696  0.7939876  -1.6018543
  2.12978     0.1528918   0.7257421   0.20293258  0.15172645 -1.3929435
 -1.0542356  -1.82722    -0.1273076  -0.35026515 -0.8387323  -0.8687427
  0.9998417  -0.98312104  1.4965469   0.2589513   1.0310521  -2.927371
  0.9428498   2.3855696  -1.6591344  -1.6128346   2.7768877   3.4149754
  0.9944193   1.1767231  -2.7176337  -0.49537507 -0.46800426 -0.46823248
 -2.5553935  -1.9979922   2.7563868   2.2202046 ]"
0.13,13.18,6.93,23.01,MSCI_2019,"[-7.1214104e+00  1.5230414e+00  1.5860142e+00 -3.2711616e+00
 -1.0385232e+00 -1.7105979e+00 -1.9937699e+00  4.5597105e+00
 -1.2644353e+00  4.1387572e+00 -8.2690668e+00  2.7367861e+00
 -1.3043650e+00 -3.1370318e+00 -1.0481604e+00 -4.9566227e-01
  6.1383665e-01 -7.5105697e-01  5.8524215e-01 -3.8063726e+00
 -1.3154902e+00  2.4780595e-01  5.8780789e-01 -8.9642411e-01
  2.2371128e+00  6.3536924e-01  2.0250750e-01 -4.6026669e+00
  4.9969678e+00  1.9763954e-01 -5.5592885e+00  2.2819702e-01
  2.5382125e+00 -1.7923815e+00  2.7864745e+00 -5.9781563e-01
  3.8138280e+00 -3.5529683e+00 -1.0343751e+00 -5.3041065e-01
 -5.6219721e-01  4.5801830e+00 -3.2780299e+00  7.4766260e-01
  5.2716980e+00 -2.8419485e+00 -1.7683591e+00  1.9991994e+00
  3.4666848e+00 -2.6169727e+00 -3.4976263e+00 -6.3731134e-01
  3.9663880e+00 -2.0536447e+00 -1.2143896e+00 -4.2260882e-02
  1.0545235e+00  4.7809567e+00 -6.3932866e-01 -1.4860357e+00
  7.2932017e-01  3.6426766e+00  2.1630838e+00 -1.9910415e+00
 -3.5915921e+00 -7.2472960e-01  4.4747992e+00  1.5046974e-01
  1.9327313e+00 -1.4104728e+00  2.3547463e+00 -2.7866247e+00
 -1.8319935e+00 -8.5204148e-01 -8.8797659e-01  1.3868635e+00
  2.8471670e+00 -1.0416812e+00  3.5514781e+00  1.0344105e+00
  3.2194996e+00  5.8471088e+00 -2.2851756e+00 -3.9607532e+00
  1.3215648e+00  4.9624297e-01 -2.0559466e+00 -1.9810614e-01
  6.4699225e+00  2.2355065e+00 -5.3723902e-01  1.0023859e+00
 -4.7850418e+00 -1.3034345e+00 -2.7141023e+00  7.3046041e-01
 -3.5374196e+00 -5.4113798e+00  1.8006584e-04  3.5776272e+00]"
0.41,14.45,5.74,20.6,MSCI_2021,"[-3.62639999e+00 -1.04155689e-02 -1.34823167e+00 -1.70824015e+00
  2.62843013e+00 -6.15476179e+00 -1.75649869e+00 -9.23266530e-01
 -9.58994180e-02  1.24523155e-01 -4.63530350e+00  3.65921825e-01
  2.78134793e-01 -2.50718760e+00 -1.61239183e+00 -1.23649669e+00
  1.50737655e+00 -3.81140900e+00 -2.61730194e+00 -2.27833438e+00
 -3.80578458e-01 -3.64704579e-01 -3.72152233e+00  1.05410898e+00
  8.88750732e-01 -1.56972969e+00  1.89433646e+00 -9.73211110e-01
  1.82686138e+00 -4.18816030e-01  1.30181506e-01  1.03803873e+00
 -5.01264453e-01  1.26114619e+00  1.73484072e-01  6.22488558e-01
 -4.67069507e-01 -2.66053104e+00 -1.65185511e+00 -4.62581038e-01
 -1.72012413e+00  1.10456932e+00 -1.51566935e+00 -7.03588188e-01
  1.62229967e+00 -3.77542595e-03  7.40149677e-01 -5.31313598e-01
  9.04473543e-01  1.35733867e+00 -2.21416664e+00 -2.40760660e+00
  1.75079095e+00 -1.99740386e+00 -1.10018039e+00  1.61060250e+00
  3.10411906e+00  3.75481248e+00 -2.40751207e-01  5.24688840e-01
 -1.97303820e+00  5.06799698e+00  1.93444037e+00  3.24618530e+00
  4.19798279e+00  2.34725165e+00  8.57393324e-01 -7.78917223e-02
  2.01459908e+00  2.15408301e+00  2.86925614e-01  4.17358190e-01
  1.40971020e-01  9.19181228e-01  1.23375010e+00  1.28506088e+00
  1.08172750e+00 -3.01675737e-01  4.28187430e-01  2.02625155e+00
  1.64056325e+00  2.91891074e+00 -4.85844517e+00 -1.63525701e+00
 -1.27512038e+00 -1.81908131e+00 -1.43808603e+00 -1.09906721e+00
  7.17644393e-01  5.35320878e-01 -1.29148924e+00 -6.14048481e-01
 -6.26243651e-01 -1.56296515e+00 -2.52233028e+00  3.49796087e-01
 -5.36855161e-01 -2.24010825e+00 -1.30717590e-01 -4.64311749e-01]"
