e_score,s_score,g_score,total_score,doc_vector
14.28,14.25,13.28,41.72,"[-2.284480094909668, 1.827124834060669, -0.6260845065116882, 1.5764254331588745, -1.1637177467346191, -1.0477924346923828, -4.454423904418945, -1.224589228630066, -3.001244068145752, 2.0443365573883057, 2.6700384616851807, 0.05158436670899391, 1.9480758905410767, -3.4028923511505127, 0.024056371301412582, 3.714413642883301, -5.749292373657227, 4.746890068054199, -0.47650280594825745, 1.1160194873809814, 3.6862528324127197, -3.8890161514282227, 0.6706401705741882, -2.171858549118042, -2.5660717487335205, -3.6901798248291016, 2.731302499771118, -1.1785602569580078, 0.9578554034233093, -0.8162098526954651, 2.6710457801818848, 3.4688544273376465, 0.24180787801742554, -4.636993885040283, 1.489626407623291, -0.5851439237594604, -2.948768138885498, -4.565061569213867, -2.105469226837158, -3.6139156818389893, -1.6682226657867432, -4.840315818786621, -2.3255486488342285, 0.5806151628494263, -2.2159829139709473, -2.7931933403015137, -3.631032705307007, -5.297538757324219, -0.6069058775901794, -3.411454439163208]"
15.3,15.55,12.96,43.81,"[-1.3542076349258423, -0.974720299243927, 1.0353080034255981, 1.737511157989502, 0.3483743369579315, -1.5134260654449463, -3.613473892211914, -1.537760615348816, -2.5412211418151855, 2.0328612327575684, 3.9058218002319336, 2.6104440689086914, 2.9057459831237793, -2.5592379570007324, 1.3016586303710938, 4.4013519287109375, -4.228569984436035, 4.259775161743164, -1.8172231912612915, 0.08014073222875595, 2.9742374420166016, -0.3662233054637909, 0.7018594741821289, -1.9189419746398926, -0.8232278823852539, -3.610945463180542, 2.3900492191314697, -1.734031081199646, 3.4424009323120117, 0.07009243965148926, 4.146702289581299, 0.5709244012832642, 0.5399447083473206, -2.513227701187134, 1.9103296995162964, -1.380960464477539, -2.3491365909576416, -5.270367622375488, -2.3105995655059814, -1.5969791412353516, -1.9503765106201172, -5.678268909454346, -2.418550491333008, 1.492360234260559, -2.0763823986053467, -2.206998586654663, -5.347720146179199, -2.137300968170166, 1.2274043560028076, -2.146540641784668]"
12.66,13.47,10.03,36.16,"[-0.5910678505897522, 0.5110799074172974, -0.7706862688064575, 1.707199215888977, -0.2160760909318924, -1.6593025922775269, -3.0606160163879395, -2.848752498626709, -3.3155481815338135, 1.9865227937698364, 1.9356894493103027, 1.9202769994735718, 2.877979278564453, -2.805720567703247, 0.7781007289886475, 5.388212203979492, -4.576624393463135, 3.5683434009552, -1.9918397665023804, 0.31913772225379944, 2.9189581871032715, -0.509530246257782, 1.4468289613723755, -2.623004198074341, -2.554980993270874, -3.2092130184173584, 3.488508462905884, -1.6763490438461304, 3.472078323364258, -1.072326898574829, 4.474717617034912, -0.0058594667352736, -1.369046688079834, -2.7470197677612305, 2.4585886001586914, -2.4875595569610596, -1.982181191444397, -4.491828918457031, -0.32183346152305603, -2.0210325717926025, -1.4601812362670898, -3.8301689624786377, -1.931733250617981, 0.2993432879447937, 0.0767698809504509, -2.5925066471099854, -6.107464790344238, -3.072068214416504, 2.0364253520965576, -1.6457083225250244]"
10.29,19.16,7.44,37.36,"[3.9230825901031494, 0.34917840361595154, -4.299770832061768, -0.05377448722720146, -2.788025379180908, -0.6605997085571289, 0.9757528305053711, 1.5607223510742188, -1.9020224809646606, -0.8963505029678345, 5.2764692306518555, 0.05017076060175896, -2.5675740242004395, 0.8117634057998657, 0.18137480318546295, -2.7554986476898193, 1.9259289503097534, 2.352097272872925, -1.5366122722625732, 0.3230564594268799, 0.2149573117494583, 2.953361749649048, -4.595698356628418, -3.5943763256073, 1.9632998704910278, 0.9631685018539429, -0.29707688093185425, -3.023010492324829, 1.3151698112487793, 2.4467036724090576, 2.7252304553985596, 6.655735015869141, -2.3390567302703857, 0.6917408108711243, 4.644388675689697, 1.029611587524414, 0.5934253334999084, -5.0974507331848145, 2.021890878677368, 0.6153194308280945, -1.8761733770370483, -1.9159940481185913, 1.1707803010940552, -2.567319631576538, 0.3498920798301697, -0.2787228226661682, 0.7669091820716858, 0.4289570748806, -1.8438034057617188, -1.3534107208251953]"
10.6,19.61,7.36,37.85,"[4.000116348266602, 1.3753103017807007, -4.005106449127197, -0.215951606631279, -1.3989919424057007, -0.7688930630683899, 0.9846718907356262, 0.8092601895332336, -2.262333393096924, -0.47996002435684204, 5.057006359100342, 0.09003015607595444, -3.4816672801971436, -0.022560087963938713, 0.17627379298210144, -2.7188336849212646, 1.8109029531478882, 3.3972442150115967, -1.650650978088379, -0.8372234106063843, -0.6007389426231384, 2.556809186935425, -4.708255290985107, -3.8706398010253906, 1.5372614860534668, 1.2807518243789673, 0.2578844428062439, -2.726107358932495, 1.8696532249450684, 2.7306859493255615, 1.723193645477295, 6.069207668304443, -1.9231481552124023, 0.8766001462936401, 4.1160969734191895, 0.16081126034259796, -0.03149056062102318, -4.879585266113281, 2.311413288116455, 0.9867449998855591, -1.5314654111862183, -1.6278131008148193, 0.9233487248420715, -2.9427309036254883, 1.2948850393295288, -0.4316025674343109, 0.7866074442863464, 1.268449068069458, -1.5267841815948486, -0.2498554289340973]"
10.99,19.99,7.19,38.18,"[3.471259832382202, 0.4371328055858612, -3.749652862548828, 0.023802300915122032, -1.5275654792785645, -0.43664824962615967, 0.05338333174586296, -0.5405948162078857, -1.3422977924346924, -0.8064208030700684, 4.7995381355285645, -0.259008526802063, -3.654768705368042, 0.21219976246356964, -0.19721229374408722, -2.074310779571533, 1.8654776811599731, 3.122748613357544, -2.2372915744781494, -0.16946423053741455, 1.2970412969589233, 2.2110397815704346, -4.346997261047363, -2.938075065612793, 2.0665102005004883, 0.6150273680686951, -0.829750120639801, -3.8580899238586426, 2.4017868041992188, 2.7554712295532227, 2.461196184158325, 4.690758228302002, -1.3137167692184448, 1.51434326171875, 4.519814491271973, -0.19323191046714783, -0.43524110317230225, -3.7966763973236084, 3.025705099105835, 0.8787954449653625, -0.8964061737060547, -1.1055941581726074, 1.6924453973770142, -2.5119333267211914, 0.2365952581167221, -0.366006463766098, 1.1860549449920654, 1.179778814315796, -1.8204057216644287, -1.1886742115020752]"
9.8,18.25,7.34,35.39,"[4.781707286834717, -0.3520599901676178, -4.098341464996338, -0.09809048473834991, -0.8567377924919128, -0.839726984500885, 0.20867712795734406, 0.5257658958435059, -1.490480661392212, 0.3816012442111969, 5.635990619659424, -0.876457929611206, -4.615463733673096, -0.32532235980033875, -0.47998207807540894, -2.730017900466919, 1.4886016845703125, 2.8636066913604736, -1.7320910692214966, -0.9645956754684448, 0.7007090449333191, 1.5097068548202515, -3.9651176929473877, -3.879624366760254, 2.5351450443267822, 1.9064103364944458, -1.2027170658111572, -3.8578803539276123, 1.8370099067687988, 2.4367849826812744, 2.418208599090576, 5.428711414337158, -2.1202573776245117, 2.32722544670105, 4.314331531524658, -0.05398185923695564, -0.13891859352588654, -5.345487117767334, 3.9386491775512695, 0.8332992792129517, -1.251560926437378, 0.4191787838935852, 2.8332250118255615, -2.6941885948181152, 1.917614221572876, 0.5239825248718262, 1.2187004089355469, 1.830360770225525, -1.7199077606201172, -0.1799767166376114]"
5.74,6.91,6.06,18.73,"[-0.5615248084068298, -0.41587379574775696, -3.02445650100708, 3.2894186973571777, -2.429980754852295, 3.8573861122131348, 1.9870890378952026, 3.5645365715026855, -4.102914810180664, -5.840543270111084, 3.2412095069885254, -0.7399303913116455, -1.4426014423370361, -4.380908489227295, -1.6233621835708618, -0.6617856621742249, 1.0023610591888428, -3.207519054412842, -1.098332166671753, 0.38401171565055847, 0.571427583694458, -2.7242071628570557, -1.6054948568344116, 4.510477542877197, 6.71785831451416, -1.4593051671981812, -2.641610860824585, -1.9637506008148193, -3.6715049743652344, 0.14079727232456207, 5.021371841430664, 2.005275249481201, 0.046832241117954254, -0.0379512682557106, 1.789769172668457, -0.5920158624649048, -3.4714913368225098, 4.220855712890625, 1.652636170387268, 1.374783992767334, -0.39529505372047424, -1.719319462776184, 1.4523476362228394, -6.384464263916016, -3.9692394733428955, -5.065168857574463, 0.8672308325767517, 1.5840939283370972, 0.9500064849853516, -1.1609244346618652]"
4.76,5.57,5.84,16.17,"[0.40620866417884827, -1.3549357652664185, -2.6368563175201416, 3.4046716690063477, -2.3762829303741455, 5.106348037719727, 0.7820876240730286, 0.7349681854248047, -3.178866147994995, -5.565322399139404, 2.3125247955322266, -0.4017094075679779, -0.6937366127967834, -4.074218273162842, -1.408226490020752, -2.2465782165527344, 1.2581992149353027, -4.264054775238037, -2.861816883087158, -0.07285802811384201, 0.2909092605113983, -0.3905136287212372, -2.144775629043579, 4.94566535949707, 6.03336763381958, -1.0026458501815796, -4.2664923667907715, -3.046461820602417, -3.7057952880859375, 0.4477613568305969, 5.92242956161499, 0.6104443669319153, -0.021813897415995598, 0.15076984465122223, 1.6317918300628662, -0.9960117936134338, -3.6974401473999023, 5.21831750869751, 1.7767817974090576, 1.5535142421722412, 1.4501731395721436, -2.315112590789795, 1.1832857131958008, -5.989680290222168, -2.8314075469970703, -4.429177761077881, 1.3867318630218506, 1.7625985145568848, 0.6925347447395325, -2.517960786819458]"
3.77,4.23,5.17,13.17,"[0.36443811655044556, -1.6908625364303589, -1.879338264465332, 3.3543765544891357, -1.6993141174316406, 4.1964802742004395, -0.24348942935466766, 1.344381332397461, -3.4014666080474854, -5.233415126800537, 0.8746396899223328, -0.8309288024902344, -0.30112224817276, -4.770688533782959, -1.0261181592941284, -1.0936977863311768, 1.1610339879989624, -3.644042730331421, -3.0044777393341064, 0.296205073595047, 0.12032397836446762, -1.257604956626892, -1.1515856981277466, 4.1177496910095215, 5.010073661804199, -0.7784177660942078, -3.8103301525115967, -2.5503690242767334, -2.114720582962036, 0.8911731839179993, 5.670668601989746, 0.2557159662246704, 0.4131321310997009, 0.3823613226413727, 1.8254601955413818, -0.053178660571575165, -4.56844425201416, 4.214004039764404, 0.743172287940979, 0.7715964317321777, 1.1009643077850342, -1.8426002264022827, 0.5196866393089294, -6.299386978149414, -2.7169392108917236, -4.913700103759766, 1.2418514490127563, 1.526260256767273, 0.48061084747314453, -1.6605061292648315]"
3.2,3.83,5.28,12.31,"[0.5588276982307434, -2.3963098526000977, -2.231048107147217, 3.3713088035583496, -0.8488776683807373, 3.548024892807007, -0.5980697870254517, 1.418067216873169, -4.82780122756958, -5.686985969543457, 0.474285364151001, -1.5907129049301147, -0.8198937773704529, -5.317403793334961, -1.219887137413025, 0.6900622844696045, 1.1338921785354614, -4.131916046142578, -1.7093228101730347, 1.4975016117095947, -0.30855146050453186, -1.816603660583496, -1.109657645225525, 5.509053707122803, 4.767762184143066, -1.6157057285308838, -4.193138122558594, -2.7290642261505127, -2.192786931991577, 1.2415083646774292, 5.787330627441406, 0.5539343357086182, -0.09679620712995529, 0.09067899733781815, 1.5444658994674683, 0.10145164281129837, -3.9994800090789795, 4.885662078857422, 0.269906222820282, 1.29082453250885, 0.34948819875717163, -1.497860312461853, 0.4764748215675354, -6.450249671936035, -2.827991247177124, -4.274745941162109, -0.20573121309280396, -0.3659902513027191, 1.219506859779358, -1.3410552740097046]"
3.33,21.49,9.65,34.48,"[-2.02207088470459, 0.10015033930540085, -0.11207807809114456, -5.188570022583008, 4.836008071899414, 1.7064274549484253, -1.0712385177612305, 6.160791397094727, -8.683894157409668, -2.8708131313323975, 1.7126975059509277, 0.13905353844165802, 3.0444533824920654, -2.6376383304595947, -0.04463213309645653, -1.4738253355026245, -1.112059473991394, -1.8720018863677979, -0.9606549739837646, 1.455448865890503, -1.9754688739776611, -2.5835800170898438, -1.0527992248535156, 1.5044045448303223, 2.2022762298583984, -0.4336515963077545, 0.29279983043670654, 1.093934178352356, 0.7130094170570374, -4.568559646606445, 2.3911564350128174, 5.211304664611816, 0.41442158818244934, -3.559049129486084, 0.2927449643611908, -0.5845769047737122, -3.3007006645202637, -2.4214041233062744, -0.8761228322982788, 0.4833003878593445, -2.0544512271881104, -0.5943799018859863, -3.1960737705230713, 0.8608712553977966, -0.49994876980781555, 2.199457883834839, 3.8914954662323, 0.8468998074531555, -0.954498291015625, -2.4667701721191406]"
3.45,19.39,8.72,31.57,"[-1.1635500192642212, 0.8935304880142212, -0.27207544445991516, -4.467648029327393, 4.795401096343994, -0.34393027424812317, -1.1580034494400024, 4.929074287414551, -7.514209270477295, -2.4722368717193604, 0.9930169582366943, 0.8401029706001282, 2.376194715499878, -2.0444116592407227, 0.1937534362077713, -1.3665987253189087, -0.11943086236715317, -0.1224445253610611, -1.9022406339645386, 0.9559317827224731, -1.7476520538330078, -2.763134479522705, -1.641524076461792, 1.6741244792938232, 1.5378583669662476, -1.2776590585708618, 0.5288145542144775, 0.40991029143333435, 0.3343563377857208, -4.481565475463867, 2.2604739665985107, 4.5994648933410645, 0.6582436561584473, -3.165989398956299, 0.20375920832157135, -1.2129791975021362, -3.2896006107330322, -1.4889696836471558, -0.598192572593689, 1.515229344367981, -2.195418357849121, -1.6080607175827026, -2.5716333389282227, 0.7827473878860474, -1.0272566080093384, 1.9017444849014282, 3.485536813735962, -0.036091629415750504, 1.3482205867767334, -2.619623899459839]"
0.03,15.1,6.01,20.94,"[-2.56840443611145, -0.9923706650733948, 2.890312910079956, -2.195103168487549, 4.968080997467041, 1.3368031978607178, -2.4820165634155273, 0.5594798922538757, -2.746750831604004, 2.3173766136169434, 1.1394951343536377, 1.9062113761901855, -1.9255520105361938, -1.0976065397262573, -1.7252171039581299, 0.6065717935562134, -0.6288883686065674, 2.0574591159820557, -2.726731777191162, 0.17597121000289917, -3.334458112716675, -2.253815174102783, -0.38399678468704224, 2.5215041637420654, -0.8034988045692444, -2.5385096073150635, -2.5472376346588135, 1.2252609729766846, 3.2252089977264404, -5.04643440246582, 2.755070924758911, 1.4463492631912231, -2.538597345352173, -4.626962661743164, -0.550956130027771, 0.653798520565033, -1.1918448209762573, -2.478133201599121, 0.31825587153434753, 0.4264647960662842, -2.146695375442505, -0.37112152576446533, -0.2926067113876343, 1.9313462972640991, 1.420756459236145, 1.4048991203308105, 4.464588642120361, 0.11040836572647095, 1.4068809747695923, -2.2860543727874756]"
0.03,14.9,5.95,20.88,"[-2.188150405883789, -1.2878142595291138, 1.6892720460891724, -2.8398849964141846, 4.7340407371521, 0.6798045635223389, -2.7590200901031494, 0.6549152731895447, -2.549687147140503, 2.4509472846984863, 0.7109228372573853, 2.3219642639160156, -3.3115346431732178, -0.9912857413291931, -1.6121976375579834, 1.5351288318634033, -0.1646176278591156, 2.4579970836639404, -2.7141640186309814, 1.051064133644104, -4.191921234130859, -0.6506569981575012, 0.4093739092350006, 2.7259347438812256, -0.878979504108429, -2.7321271896362305, -3.0570878982543945, 0.9529308080673218, 3.2467288970947266, -4.034518241882324, 3.7020232677459717, 1.2818989753723145, -2.830382823944092, -4.617238998413086, -1.0032936334609985, 0.953853964805603, -0.9989345073699951, -2.3604371547698975, -0.1344144642353058, 0.2559638023376465, -1.6411343812942505, -0.32503023743629456, -0.587532103061676, 2.3350727558135986, 2.8760013580322266, 1.528923511505127, 4.675042152404785, -0.1410917043685913, 0.37919923663139343, -1.5424550771713257]"
0.03,15.16,5.79,20.99,"[-2.040553569793701, -0.9163326025009155, 2.432401180267334, -2.4846749305725098, 4.011087894439697, 0.5023659467697144, -1.8013360500335693, -0.3306692838668823, -2.174222707748413, 2.5501935482025146, -0.5041228532791138, 2.7761104106903076, -2.431964874267578, -1.7946592569351196, -1.86099112033844, 1.9328670501708984, -0.3350668251514435, 2.521336793899536, -1.780398964881897, 0.9618905186653137, -4.6660895347595215, -1.4889776706695557, -0.1520809382200241, 3.186126470565796, -0.41138920187950134, -1.7018609046936035, -3.010706901550293, 1.1848646402359009, 2.919478416442871, -4.674323558807373, 3.098834276199341, 0.6588026285171509, -3.9271340370178223, -4.126727104187012, -0.7596064805984497, 1.069653868675232, -1.393349051475525, -1.1575000286102295, 0.0013760917354375124, 1.0255320072174072, -1.9169498682022095, -0.95527583360672, 0.3572462797164917, 1.6936403512954712, 1.7079566717147827, 1.4679691791534424, 3.956092596054077, -0.46268796920776367, 1.0900719165802002, -1.8500266075134277]"
0.03,11.59,5.89,17.51,"[-1.9177138805389404, -0.9296243786811829, 1.5818735361099243, -2.7847774028778076, 3.6707582473754883, 0.8171483874320984, -0.46149134635925293, 0.6810169816017151, -2.4244134426116943, 1.6208783388137817, -0.39013180136680603, 2.2030527591705322, -2.355297327041626, -2.01338791847229, -2.1552894115448, 1.7100098133087158, -0.22808627784252167, 2.889914035797119, -1.4730554819107056, 0.14086276292800903, -5.3232741355896, -2.4547433853149414, -0.3147103786468506, 3.465712547302246, 0.6533058285713196, -1.8738563060760498, -2.904686212539673, 0.9930655360221863, 2.2524545192718506, -4.624573230743408, 2.4236485958099365, 0.6789659261703491, -2.5012266635894775, -4.688948154449463, -2.2542083263397217, 0.7525263428688049, -1.417655110359192, -1.4087401628494263, -0.8028596043586731, 0.5231159329414368, -1.6639240980148315, -0.540905237197876, 0.22317811846733093, 1.2953143119812012, 2.2898664474487305, 1.18488347530365, 3.649144411087036, 0.1865641176700592, 1.6678425073623657, -0.3392454981803894]"
