e_score,s_score,g_score,total_score,doc_vector
3.16,18.0,11.83,32.98,"[-0.597268283367157, 0.39393845200538635, 1.3684340715408325, -0.5796855688095093, -0.08109547942876816, -1.6838939189910889, -2.0005998611450195, -1.473171591758728, 0.3238580524921417, -2.7414188385009766, -2.147081136703491, 1.229027509689331, -2.9551470279693604, -1.6573824882507324, 0.01781335100531578, 0.6370438933372498, 1.676605224609375, -0.5765402317047119, -3.2822046279907227, -1.393135905265808, -1.4812716245651245, 0.5949155688285828, -0.6622574329376221, 3.6525118350982666, -2.814724922180176, 1.223052978515625, -0.6791361570358276, 0.26890793442726135, -0.6461495161056519, 1.3705650568008423, 3.5293924808502197, 2.1861586570739746, 1.0218497514724731, 1.9811586141586304, -0.8787299394607544, -0.2953515350818634, -1.569773554801941, -0.5012165904045105, -0.8180611729621887, 3.952995538711548, 1.9112011194229126, -0.8201782703399658, 2.3558900356292725, 0.6691092252731323, -1.4277524948120117, -2.2080295085906982, -0.9748728275299072, -1.6041479110717773, -2.4499099254608154, -0.4051717519760132, 0.1707344353199005, 1.7827239036560059, -1.9353647232055664, -4.5177083015441895, -1.3532123565673828, -3.1448352336883545, 0.658053994178772, 0.2592390775680542, 1.1129974126815796, 0.3973754644393921, 3.506542921066284, 1.0191326141357422, 3.6786086559295654, 2.361217975616455, -0.620436429977417, 0.657907247543335, -0.2646309733390808, -0.03059651330113411, 0.05169244855642319, -0.7264217734336853, -0.7736130952835083, 1.4628689289093018, -0.3007338345050812, -2.028135061264038, 1.5159984827041626, -2.374807119369507, -0.4224174916744232, -2.284658432006836, -0.9366031289100647, 2.6648685932159424, 1.8404093980789185, -0.18316416442394257, 1.7578576803207397, -2.241682767868042, -0.12350689619779587, 1.436247706413269, -1.5030819177627563, 0.21805532276630402, -0.6302900314331055, -1.1857352256774902, 0.5491424798965454, -1.5606762170791626, 2.2172834873199463, -2.3428900241851807, -0.6587963700294495, 3.647583484649658, -1.7347255945205688, -1.4063905477523804, 1.6058659553527832, 1.8051316738128662, -0.01676199585199356, -2.629032850265503, -2.658792018890381, 0.6184134483337402, -0.2983686029911041, -1.0052179098129272, -0.39140763878822327, 4.298825263977051, 5.278567790985107, -0.7776497602462769, -2.0079433917999268, 0.5625633001327515, -0.4613170325756073, -1.3746447563171387, 2.652916669845581, -1.082417368888855, 0.36483392119407654, 2.4190616607666016, -0.9571713805198669, 3.026554822921753, 1.896928071975708, -1.8135350942611694, -0.15954509377479553, 3.8280062675476074, -1.0882376432418823, 0.07759019732475281, -4.0904059410095215, -1.0085502862930298, 0.07889679819345474, -1.6836596727371216, -2.2853786945343018, 2.0220463275909424, 2.3192334175109863, 0.30639684200286865, -4.161106586456299, -0.9723751544952393, -0.8314095139503479, -0.4130133390426636, -0.0740281343460083, 1.1202342510223389, 2.9246060848236084, -0.6689387559890747, -0.5298354029655457, -2.2573471069335938, -3.2883517742156982, -0.5514370799064636, -2.876082181930542, 1.4832870960235596, -2.557368755340576, 0.667512059211731, -1.2422553300857544, 2.6244308948516846, -0.08873773366212845, 3.3661623001098633, 0.5261744856834412, -0.6879741549491882, -0.8960337042808533, 0.12655647099018097, -3.901275157928467, -2.7015626430511475, 0.04387475922703743, 2.089123010635376, 1.3635177612304688, 3.0620110034942627, 1.2764219045639038, 1.6968953609466553, -2.1749629974365234, 0.3681243658065796, -0.932776927947998, -3.16616153717041, 2.6855268478393555, -2.0592551231384277, -0.2562817633152008, -1.105172872543335, 2.6194615364074707, -1.135324239730835, 0.2747425138950348, 0.2742219567298889, -1.1576703786849976, 3.4796478748321533, 0.42985233664512634, 2.0583786964416504, 0.38522979617118835, 1.5815004110336304, -3.9585375785827637, 1.6524335145950317, -2.551485538482666, -3.608516216278076, -2.7993733882904053, 0.9804483652114868, -1.1082520484924316, 1.1949970722198486, -0.24027515947818756, 1.027019739151001, -2.1977696418762207, 4.002856254577637, -3.1194710731506348, -0.7698479890823364, 1.0329173803329468, -0.08414485305547714]"
2.83,12.86,10.32,26.02,"[-0.1270904392004013, 0.14973536133766174, 1.0554461479187012, -1.6507114171981812, -1.3362295627593994, 0.20778337121009827, -0.41070103645324707, -1.0080081224441528, 0.02570699341595173, -2.5428478717803955, -2.2866103649139404, 2.1406362056732178, -3.434030294418335, -0.09131281822919846, 0.10151410847902298, 1.8158169984817505, 1.638476014137268, -0.07004760205745697, -2.435957670211792, -1.0813761949539185, -3.279620409011841, -0.2275749146938324, -2.5364315509796143, 3.2869198322296143, -1.807389259338379, 1.6328985691070557, -1.432186245918274, -0.7382487058639526, 0.2314988523721695, 0.5716552138328552, 3.09407639503479, 2.986427068710327, 1.863701343536377, 1.531244158744812, -2.4365451335906982, 0.8707308173179626, -1.2390536069869995, -1.9227714538574219, -2.656151056289673, 2.8136801719665527, 1.6561936140060425, -0.25177904963493347, 1.3549543619155884, 0.12368443608283997, -2.76108717918396, -2.6234493255615234, -0.6516976356506348, -2.8329880237579346, -1.8787026405334473, 0.7873076796531677, 0.06780967116355896, 2.2223358154296875, -3.570570468902588, -3.8558804988861084, -1.529567837715149, -4.196135520935059, 0.8783655762672424, 0.456206738948822, 0.4946727156639099, -0.21267391741275787, 3.173975944519043, -0.2888314127922058, 2.953803777694702, 1.4145071506500244, -0.9786339402198792, -0.7640688419342041, 0.2213802933692932, 0.7481827139854431, 0.9729740023612976, -1.572662353515625, 0.09391634166240692, 1.8604241609573364, -0.7255164384841919, -2.318587064743042, 2.1580026149749756, -2.069658041000366, 0.11988452821969986, -3.0348711013793945, -1.876735806465149, 2.6656851768493652, 1.899958848953247, 0.304747074842453, 0.5063473582267761, -1.863855004310608, 0.102210633456707, 1.5086963176727295, -1.235490083694458, -0.43533429503440857, -1.4908225536346436, -1.0873992443084717, 1.6353943347930908, -1.7084327936172485, 2.495244026184082, -2.536755084991455, -0.7814158201217651, 2.638479471206665, -1.6481047868728638, -0.42024296522140503, 1.4888722896575928, 1.4581520557403564, 0.1748986542224884, -3.0681819915771484, -1.6442790031433105, 0.4627145528793335, -0.8782234787940979, 0.30570390820503235, 0.8035260438919067, 2.996260643005371, 5.086578369140625, -0.8944599628448486, -1.4523587226867676, 0.23468250036239624, -0.8243280053138733, -1.200258731842041, 1.451485514640808, -0.8156614899635315, -0.6193790435791016, 1.6249897480010986, -0.36363402009010315, 3.8827309608459473, -0.01724405772984028, -1.460898756980896, 0.9175259470939636, 3.7725865840911865, -0.08574479073286057, 2.705019474029541, -2.862210750579834, 0.6241641044616699, -0.505266010761261, -1.8060661554336548, -2.0787837505340576, 3.0819084644317627, 1.327375888824463, -0.22838722169399261, -3.594771146774292, -0.06134890392422676, -1.2331594228744507, -2.006253957748413, 0.5410511493682861, 2.04872727394104, 2.213740110397339, -2.315199851989746, 0.5958290696144104, -2.836604356765747, -1.6563326120376587, -0.0020414760801941156, -3.786438465118408, 2.5008318424224854, -0.6274052262306213, 0.8360207080841064, -3.319646120071411, 2.9108898639678955, -0.3725658357143402, 2.439504623413086, 1.0302224159240723, -0.36360761523246765, -1.1734644174575806, -1.4347856044769287, -4.050727367401123, -2.309607744216919, -0.01931912451982498, 2.7306582927703857, 0.19111329317092896, 2.366586923599243, 0.3957001864910126, 2.4078807830810547, -1.3898990154266357, -0.5203198790550232, -1.7479143142700195, -3.9422435760498047, 3.6258485317230225, -1.8143309354782104, -0.8040032982826233, -0.31792688369750977, 1.2429841756820679, 0.16494086384773254, 0.6147467494010925, -1.4553425312042236, -1.6112980842590332, 3.3092734813690186, -0.5495421886444092, 0.9395750761032104, -0.8979036808013916, 1.3365659713745117, -3.1158196926116943, 1.2227234840393066, -2.7259600162506104, -3.3534963130950928, -2.1972620487213135, 1.7565568685531616, -0.650879979133606, 1.1805399656295776, -0.1529206782579422, 1.943222165107727, -1.8212803602218628, 3.729389190673828, -3.4148166179656982, -0.13658404350280762, -0.7486716508865356, -0.642838180065155]"
3.81,4.28,5.86,13.94,"[0.8492710590362549, -0.34573274850845337, 0.31048229336738586, 0.1979338526725769, 2.5659971237182617, -0.948298454284668, -0.5067183971405029, 1.6066014766693115, -0.5745913982391357, -1.9125819206237793, -2.2757294178009033, 0.5036870241165161, 0.01645064167678356, 0.36982980370521545, -0.5386987924575806, 1.8757820129394531, -1.240270733833313, 1.2813215255737305, -4.616194725036621, 1.5327385663986206, -0.41636645793914795, 2.1255197525024414, -0.7819775938987732, 1.1879324913024902, -1.812040090560913, 0.19104792177677155, -3.414729118347168, 3.07362699508667, -0.4790148138999939, 0.7008787393569946, -0.7384069561958313, 4.442836761474609, 2.502532958984375, 2.516216993331909, 3.9684975147247314, 0.8420140743255615, 2.19769024848938, -2.0024561882019043, -1.8965791463851929, 3.2963125705718994, 0.46045053005218506, -0.44337570667266846, 0.33808833360671997, -0.14985807240009308, -0.2624504268169403, -2.0587289333343506, -0.4651118516921997, -0.8248419165611267, 2.246490240097046, -0.8878771662712097, -2.067999839782715, 1.9329241514205933, -2.48044490814209, -3.5232248306274414, -0.3663792312145233, -0.8870221376419067, 1.0134154558181763, 2.566802740097046, -1.4424203634262085, -0.5710890293121338, -0.7326527833938599, -0.25788989663124084, 0.0579175166785717, 1.840698480606079, -0.6791573166847229, -1.1455693244934082, 4.566374778747559, 0.7413042783737183, 0.3851791024208069, 0.44819822907447815, 0.8118971586227417, 0.8120196461677551, 0.19094710052013397, -5.425163745880127, -1.1448835134506226, -1.2582371234893799, 0.3208582103252411, 0.38282954692840576, -2.6177003383636475, -0.6218093633651733, 1.2593365907669067, 2.348196029663086, 0.4767734408378601, -1.938610315322876, -0.8417819738388062, 2.074371576309204, -2.103722095489502, 4.0834574699401855, -1.8098500967025757, 0.8874165415763855, -1.0824565887451172, -2.9820752143859863, -1.6232616901397705, -2.155757188796997, -3.1482534408569336, 0.7025132179260254, -0.44780614972114563, -0.4757971167564392, 0.03087964840233326, -0.0770634189248085, -0.899620771408081, -1.2200031280517578, -1.1814296245574951, 0.8554167747497559, -3.4510908126831055, 3.1051290035247803, 0.793127715587616, 3.890094518661499, 5.631002426147461, -3.9589293003082275, -1.0500974655151367, 0.3378450572490692, -0.6891589164733887, -2.6676576137542725, 0.9644339680671692, 0.09804892539978027, 1.80368173122406, 2.4299917221069336, 2.5107486248016357, 1.4415174722671509, 0.8875483274459839, -1.5913902521133423, -0.6247791051864624, 4.233998775482178, 0.7849401831626892, -4.027628421783447, -1.1197693347930908, -0.047014422714710236, 0.11114382743835449, 0.04658925160765648, -0.5719784498214722, 1.6916453838348389, 1.2165803909301758, 1.2640081644058228, -2.913343667984009, -2.0171406269073486, -1.860310435295105, -0.6173759698867798, -0.1396331936120987, 0.9220283627510071, 2.544893503189087, -1.0155104398727417, -1.1521705389022827, -2.892258882522583, -1.6330403089523315, 0.06348685175180435, 2.8165032863616943, -0.353466272354126, 2.0672075748443604, 0.5788134336471558, -0.26462212204933167, -1.6892354488372803, 1.3378756046295166, 2.210231065750122, -2.4833099842071533, -0.2463727444410324, -0.4003971815109253, -1.305281162261963, -3.746995687484741, -5.210162162780762, 0.6935463547706604, 1.6591461896896362, 1.3316664695739746, -0.5216132402420044, 0.008551015518605709, -0.2498255968093872, -1.1531288623809814, -0.4529988765716553, -0.16716976463794708, -0.7795768976211548, 2.6946475505828857, 1.0407134294509888, -2.4794182777404785, -2.436089038848877, 4.396533966064453, -0.22006846964359283, -0.5373355746269226, 0.4447782337665558, 0.30540263652801514, -0.05773136392235756, -2.136188268661499, -0.3436554968357086, -0.7451114058494568, 2.289501190185547, -2.1767048835754395, 1.5862661600112915, -4.459714412689209, -5.304084300994873, -0.879085898399353, 0.2303430587053299, -1.9036945104599, 2.3856194019317627, -0.12390673160552979, 0.4018736481666565, -1.0906426906585693, 3.8171894550323486, 0.894027590751648, -0.6026749014854431, -2.1484298706054688, -0.3957538604736328]"
16.38,14.2,5.9,36.36,"[-1.4116535186767578, 1.6442924737930298, 4.463035583496094, -2.7791173458099365, -1.1033776998519897, 1.4946622848510742, -1.9535914659500122, 1.1274052858352661, 0.6889737844467163, -4.951618671417236, -0.30553245544433594, 2.1429877281188965, -0.35911837220191956, 2.1601386070251465, -1.842585563659668, 1.2604042291641235, 2.3969602584838867, -0.42999714612960815, 0.37927955389022827, -1.0840942859649658, 2.1940507888793945, 1.9327555894851685, 2.5109572410583496, -0.22721780836582184, -0.42482274770736694, -1.476181983947754, -3.631909132003784, -0.007561699021607637, -4.12799596786499, 1.3988641500473022, 0.13955539464950562, 2.424990653991699, -1.0549625158309937, 1.8980458974838257, -0.04525163397192955, 1.0585685968399048, 1.8453469276428223, -3.4727723598480225, 0.17263881862163544, 0.6429747939109802, -0.07846726477146149, -2.350862979888916, 1.4278777837753296, 0.018257945775985718, -0.7590884566307068, -1.9167556762695312, -0.470600962638855, -3.673119306564331, 1.104516863822937, 3.21256160736084, 0.48580774664878845, -1.5619622468948364, -5.94691276550293, -2.1096417903900146, -0.8367738723754883, 0.45228347182273865, 1.7862354516983032, -0.39229610562324524, -3.916844129562378, -0.33522623777389526, 2.134565830230713, 1.5831242799758911, -0.628065824508667, 2.985626697540283, 0.4626965820789337, 1.9216846227645874, 2.402013063430786, -3.337073802947998, -0.22139215469360352, 0.6912655234336853, -1.8949412107467651, 0.11909878998994827, -1.236768126487732, -3.1449854373931885, 1.6399500370025635, -2.309540033340454, -1.4176820516586304, -2.6976563930511475, -1.9975368976593018, -0.16678228974342346, 1.8433154821395874, -2.1917436122894287, -0.894407331943512, -1.5500385761260986, -0.3141261339187622, 3.7091007232666016, 0.532591700553894, -1.1477923393249512, -3.0196244716644287, -0.7849298119544983, 0.5946000814437866, -1.8676034212112427, -2.276785135269165, -0.10954787582159042, -0.3431553840637207, 0.2023610919713974, -1.7769752740859985, -3.597196578979492, -0.15325786173343658, -0.05356282740831375, -1.3697246313095093, 1.009219765663147, -3.4207592010498047, 2.902311086654663, -2.5324511528015137, 2.718165397644043, 2.316229820251465, 1.489559292793274, 1.871104121208191, 0.8883559107780457, -0.4305419325828552, 1.7236961126327515, 4.849472999572754, 2.4613196849823, 0.5725706219673157, -1.9647541046142578, 0.09027237445116043, 4.529720783233643, 1.2065562009811401, 0.9215458631515503, -2.695305347442627, 0.6132042407989502, 1.3303043842315674, 4.489467144012451, -2.1937942504882812, -0.6781569123268127, -1.5518007278442383, 0.5473922491073608, 0.21612675487995148, -0.840959906578064, 1.2334529161453247, -0.22057774662971497, 0.23480232059955597, -0.12778779864311218, -2.6332814693450928, 1.9216344356536865, -2.588336944580078, -0.5432144403457642, 3.811053991317749, -2.429598093032837, 1.1301189661026, -2.685521125793457, -0.23297277092933655, -0.38620877265930176, -0.16017933189868927, -0.01907999813556671, -1.8955292701721191, 3.2665305137634277, 0.5253048539161682, -1.3823226690292358, -0.4786512553691864, -2.123223304748535, -3.0749671459198, -0.36679112911224365, 1.6800041198730469, 1.246409296989441, -1.1282329559326172, 0.009610269218683243, -2.067128896713257, -1.0692161321640015, 4.145999431610107, 0.048644743859767914, -1.6974542140960693, 0.6356694102287292, 0.029662108048796654, 0.6352241635322571, 0.38600316643714905, -2.6193337440490723, -2.448024034500122, 0.5461432337760925, 5.011351108551025, -2.3697755336761475, -1.4663211107254028, 0.801103949546814, 0.4041396379470825, 0.5294948816299438, 1.5572645664215088, -3.479806423187256, 0.7600288391113281, 0.5744813084602356, 0.42049655318260193, 0.14438337087631226, 0.7338217496871948, 4.479471206665039, -1.0354092121124268, 4.788085460662842, 0.8537436723709106, -1.9610062837600708, -1.1906278133392334, 1.609426736831665, -0.17518411576747894, -1.0430995225906372, 0.5915585160255432, -0.2589452564716339, -1.634953260421753, -0.8618967533111572, -0.15725673735141754, -1.4492853879928589, -1.3231759071350098, 1.7232917547225952]"
15.89,13.51,5.38,34.78,"[-0.8830215334892273, 0.5341728329658508, 5.752811431884766, -0.8474792838096619, -1.068182110786438, 1.2211247682571411, -3.4389007091522217, 0.23195438086986542, 0.8289954662322998, -3.0106139183044434, -1.0188326835632324, 1.7842291593551636, -0.3167225420475006, 1.4088927507400513, -1.4800372123718262, 2.7361161708831787, 1.4115451574325562, -1.0192644596099854, 0.7281991243362427, -0.7922707796096802, 1.156223177909851, 2.7911217212677, 2.368565797805786, 1.6630192995071411, -0.07037793844938278, -1.7785627841949463, -4.375396728515625, -1.717294454574585, -2.466423511505127, 0.6967569589614868, 0.6035975813865662, 2.9880082607269287, -0.03467702493071556, -0.06046991050243378, -1.4590394496917725, 1.3762084245681763, 1.8836601972579956, -2.3022613525390625, 1.5135655403137207, -1.1891834735870361, 0.9952443838119507, -1.327716588973999, 1.1232422590255737, 0.43268054723739624, 0.7544653415679932, -0.8804945945739746, -1.8588694334030151, -4.183352947235107, 1.141278624534607, 2.281799554824829, 1.751869559288025, -1.4600963592529297, -5.406418323516846, -2.684065341949463, -0.43437817692756653, -0.710019052028656, 0.31542670726776123, -1.6870310306549072, -5.048207759857178, -0.986084520816803, 2.505648374557495, 2.9829602241516113, -1.995126485824585, 2.369368553161621, -1.031593918800354, 3.308711528778076, 2.2486701011657715, -4.75677490234375, 1.2123092412948608, 1.5303043127059937, -5.190607070922852, -0.5190722942352295, -2.677363634109497, -3.1631362438201904, 1.4442929029464722, -1.8161413669586182, -1.3143186569213867, -1.7034037113189697, -0.6418727040290833, -0.9749469757080078, 0.8549851179122925, -1.0274858474731445, 0.7956125736236572, -2.923583984375, -1.4437596797943115, 5.269543647766113, 1.3416733741760254, -1.351990818977356, -1.9651105403900146, 0.1227247565984726, -1.0464081764221191, -1.940272331237793, -2.1335177421569824, 1.371078372001648, 1.3040317296981812, -0.6469118595123291, -2.190260887145996, -4.476412296295166, -0.7268396019935608, 0.4711501896381378, -1.3200856447219849, 1.8692902326583862, -2.9398281574249268, 2.0887162685394287, -2.1860384941101074, 2.2466812133789062, 2.0037906169891357, 0.3931313753128052, 1.6019351482391357, 0.20265497267246246, -1.2539052963256836, 0.9970594048500061, 3.7534613609313965, 2.627300977706909, 0.8909264206886292, -1.8022609949111938, 0.03207503631711006, 2.644505262374878, -0.6384887099266052, 0.5964697599411011, -1.1484125852584839, -0.08409123122692108, -0.5441350936889648, 5.0412468910217285, -3.3819684982299805, -0.8985514640808105, -2.0787360668182373, 1.006943702697754, -0.5719844698905945, -1.5262373685836792, 1.734666109085083, -2.8073909282684326, 3.3677148818969727, -0.18551798164844513, -1.6230554580688477, 2.4009084701538086, -1.9017019271850586, -0.5705863833427429, 2.738933801651001, -1.035409688949585, 3.883336067199707, -1.6826459169387817, -4.1797261238098145, -0.07249447703361511, 0.7469837069511414, -0.6589672565460205, -3.1842103004455566, 3.1860716342926025, 1.0088411569595337, -1.8493857383728027, 0.2647950351238251, -0.5700649619102478, -2.5651986598968506, -0.7667290568351746, 0.5187727212905884, -0.3747273087501526, -1.4717038869857788, -1.6564958095550537, -2.5018653869628906, -0.5160541534423828, 4.032263278961182, 1.123356580734253, -1.5140666961669922, 1.7568714618682861, -0.09914509207010269, 1.0633013248443604, 0.5165939927101135, -0.9048286080360413, -2.281168222427368, 1.7061141729354858, 3.2106359004974365, -3.408566474914551, -2.2886273860931396, -0.3384155035018921, 0.5827560424804688, -0.010306072421371937, 0.7420156598091125, -1.5835051536560059, 1.7964210510253906, -0.6193397045135498, 0.8115262985229492, 0.7514805197715759, 1.9719476699829102, 4.617403984069824, 0.07665321975946426, 3.529390811920166, -0.15243567526340485, -1.4849879741668701, -2.0082015991210938, 0.08463994413614273, -1.1620848178863525, 0.31375113129615784, 1.0090852975845337, 1.913608431816101, -0.6773646473884583, 0.04150453209877014, 1.6551063060760498, -0.812863826751709, 0.5477092862129211, 0.9401060342788696]"
15.91,13.49,4.85,34.25,"[0.11766981333494186, -0.7630508542060852, 5.963539123535156, -3.5819475650787354, -2.440385341644287, 1.9478888511657715, -2.7541303634643555, -0.8136053085327148, -0.6297712326049805, -2.258631467819214, 1.2061402797698975, -0.5483080744743347, 0.03568292036652565, 2.7530124187469482, -0.5181650519371033, 3.5919973850250244, 1.2930324077606201, 0.5831905603408813, 1.6212857961654663, -1.7436063289642334, 1.2270989418029785, 1.032317876815796, 0.13520930707454681, 0.5435020327568054, -0.8477550745010376, -2.2966554164886475, -5.9636921882629395, -2.678624391555786, -3.3481087684631348, 1.1010745763778687, 0.8403860926628113, 2.284339189529419, -1.4921197891235352, 0.41834670305252075, -1.2043176889419556, 1.5330756902694702, 1.4139535427093506, -2.010564088821411, 0.43958044052124023, -1.2118803262710571, 0.6463901996612549, -1.0711919069290161, 2.1146347522735596, 2.164026975631714, 1.079467535018921, -3.5070598125457764, -1.2804241180419922, -3.5165207386016846, 1.5696024894714355, 3.1399600505828857, 2.414721965789795, -2.4900362491607666, -4.281028747558594, -3.082638740539551, 0.9153314232826233, -0.832343339920044, 2.4575254917144775, -0.9193556904792786, -3.925159215927124, -0.2746718227863312, 2.0014798641204834, 2.510300874710083, -1.5929192304611206, 1.0043072700500488, -0.006645536050200462, 2.0479791164398193, 1.2235569953918457, -3.527646541595459, 1.0726943016052246, 1.5906471014022827, -2.2321419715881348, -0.6922003626823425, -1.725886583328247, -1.9257851839065552, 2.527806282043457, -2.2719602584838867, -0.2980116307735443, -1.6305577754974365, -2.1693997383117676, -0.09472162276506424, 0.2670808434486389, 0.3786727786064148, 1.427150845527649, -2.1565752029418945, 0.193956196308136, 3.1506237983703613, -0.16276013851165771, -2.2447617053985596, -1.5404202938079834, -0.27449241280555725, -2.857578992843628, -2.3767690658569336, 0.10611533373594284, 1.3416813611984253, 0.6306337118148804, 0.36848121881484985, -2.126742124557495, -1.7187879085540771, -1.4785767793655396, 0.748274564743042, -0.803118109703064, 1.0328359603881836, -2.761286735534668, 0.4939808249473572, -2.7026567459106445, 1.583046555519104, 2.5098330974578857, 1.3082326650619507, -0.011589223518967628, 0.09551668167114258, -0.2943726181983948, 0.11789566278457642, 3.8458898067474365, 1.6026184558868408, 2.458719253540039, -1.1366714239120483, -0.5573315620422363, 2.7549917697906494, -0.7403033375740051, 0.20247696340084076, -0.6055049300193787, -1.8248342275619507, -0.20625124871730804, 5.760838985443115, -2.743706464767456, -0.4782903492450714, -1.4935106039047241, 0.7670999765396118, 0.25617295503616333, -1.4765533208847046, 2.0747807025909424, -2.0831491947174072, 1.1082662343978882, -0.14882150292396545, -0.8740684986114502, 2.2716667652130127, -2.736290454864502, -1.951512336730957, 1.4855326414108276, -1.6517401933670044, 3.9692864418029785, -1.0009013414382935, -3.082925796508789, 1.137884259223938, 0.8646220564842224, -1.0495229959487915, -2.9593076705932617, 2.312255382537842, 0.873706042766571, -2.0346450805664062, -1.007137417793274, -0.37096667289733887, -3.6383347511291504, 0.48174333572387695, -0.7586413025856018, 0.2917202115058899, -0.6096326112747192, -2.3570408821105957, -3.925466775894165, -1.7387765645980835, 2.4963788986206055, 1.327675461769104, -1.090506672859192, 2.0128092765808105, 0.9462287425994873, -0.6741496920585632, 1.6553837060928345, -0.9489805102348328, -2.2612318992614746, 0.423663467168808, 4.089935302734375, -1.7812069654464722, -3.091991901397705, 0.378795325756073, -0.34601902961730957, 0.9531617760658264, 1.8902151584625244, -0.7368086576461792, 2.7922329902648926, 0.5219646692276001, -0.9993658065795898, -1.8038195371627808, 0.973249614238739, 4.2602057456970215, 0.09680644422769547, 3.543008804321289, -1.8200370073318481, -1.3589198589324951, -1.8291395902633667, 0.2832394242286682, -1.9337072372436523, -0.5556274652481079, -1.7639111280441284, 2.0550177097320557, -0.5669646263122559, 1.6000980138778687, 0.17112603783607483, -1.485221266746521, -1.5319972038269043, 0.415997713804245]"
2.11,5.2,4.6,11.92,"[-4.694452285766602, 5.538855075836182, 5.5726318359375, 3.9117510318756104, -3.9324216842651367, -0.23115931451320648, -4.093197822570801, 1.4844825267791748, -2.3371238708496094, -0.7788415551185608, 4.166294097900391, 0.8758743405342102, 0.27184802293777466, -1.1121212244033813, -1.3926632404327393, 6.239936351776123, -2.259441375732422, -0.12136806547641754, 0.10321320593357086, 0.07336116582155228, -0.45008188486099243, 1.536721110343933, -4.5851874351501465, -5.107460021972656, 0.2968562841415405, 2.2097203731536865, 1.581071138381958, 2.3429887294769287, -2.833803415298462, 4.087075710296631, -0.8318992853164673, 2.7623796463012695, -1.7023427486419678, 0.9196840524673462, -2.6162726879119873, -1.9020278453826904, 1.9571484327316284, -4.738158226013184, 3.5535497665405273, 3.070021390914917, 0.27017709612846375, 1.2429487705230713, -1.835903286933899, -3.6224706172943115, -2.047036647796631, -2.57096266746521, 0.22916150093078613, 1.659926176071167, 6.280195236206055, -0.7969212532043457, -1.3707849979400635, -4.464181423187256, -2.9800031185150146, -1.4937230348587036, -0.0012885573087260127, -1.3478007316589355, 0.2212953418493271, -0.3397147059440613, -2.8686063289642334, 3.557446241378784, 0.6035066843032837, 1.7628661394119263, 3.661168098449707, 2.9659008979797363, 1.3246612548828125, -0.5664165019989014, 0.05840098485350609, 5.630364418029785, -4.644650936126709, 1.7540497779846191, -0.006855696905404329, 1.660946011543274, -2.5433907508850098, -3.406724452972412, 5.433470726013184, 1.9142850637435913, 4.936578750610352, -0.5065772533416748, -7.646585941314697, -1.1952693462371826, -2.8620858192443848, -0.8142569065093994, 0.6234769821166992, -2.4675440788269043, -0.21971461176872253, 2.4307141304016113, 0.7006921172142029, 2.175888776779175, -1.000556468963623, -2.135057210922241, -0.2384745180606842, -7.282019138336182, -1.8427270650863647, -1.4009521007537842, -5.837859153747559, 1.8110188245773315, 0.5747089982032776, -1.0147593021392822, 2.959425449371338, -3.3534700870513916, -2.8761348724365234, 1.6719515323638916, -1.139836311340332, 0.9823289513587952, -0.6839529871940613, 6.062723636627197, 0.2636580169200897, 1.9508002996444702, -1.1816779375076294, 0.22369985282421112, -0.37955382466316223, -0.447976291179657, 3.801668882369995, -1.0661245584487915, 4.057769775390625, -0.1445876657962799, 0.13304942846298218, 6.431553363800049, 2.2173993587493896, 5.342571258544922, -1.0947397947311401, -1.8469914197921753, 3.5193164348602295, 6.238180637359619, -1.8080182075500488, 0.7738038897514343, 2.352299690246582, -0.396584153175354, -1.7436162233352661, -3.4923415184020996, 1.14652681350708, -0.4377667009830475, -2.795771598815918, -1.3441702127456665, -0.10688507556915283, -1.454519271850586, -4.77130126953125, -1.6750237941741943, 3.627960681915283, -4.548040866851807, 3.128326416015625, -0.5446028709411621, -1.2784157991409302, -1.2763643264770508, 3.9947025775909424, -5.42463493347168, 1.750151515007019, -0.1395033746957779, -1.2060688734054565, -1.101235270500183, 0.09252037107944489, -0.6027241349220276, -4.504257678985596, 1.3848917484283447, 0.30995407700538635, 0.4378451406955719, 1.3726195096969604, -4.961883068084717, -3.5792696475982666, -1.254265308380127, 4.801727294921875, 5.485128879547119, 1.7011868953704834, -1.5393308401107788, 0.5515328049659729, -3.0695137977600098, 1.2222566604614258, -0.5786089897155762, -0.7790869474411011, 3.254795789718628, 4.8376383781433105, 2.6688547134399414, -2.9615488052368164, -2.0162315368652344, 3.3770744800567627, 1.4981741905212402, 5.769262790679932, -2.7490694522857666, 1.8818018436431885, 4.283872127532959, 1.2282577753067017, -1.273558497428894, -3.957470178604126, 3.692514657974243, -1.8114019632339478, 4.407866954803467, -0.3931809663772583, -3.3700826168060303, 0.27800264954566956, -1.1128149032592773, -0.2852606773376465, 0.3926784098148346, -2.263758420944214, 2.2059988975524902, 2.1742801666259766, 0.32515329122543335, -0.8045737743377686, 2.1311943531036377, -1.589253306388855, 3.3656835556030273]"
